PLAYER	POS	TEAM	OPP	ML	O/U	SPRD	TM/P	OWN%	SAL	FPTS	VAL
Albert Wilson	WR	MIA	@CIN	215	48.50	6.00	21.25	3.42	4900	17.2	3.5
Danny Amendola	WR	MIA	@CIN	215	48.50	6.00	21.25	3.68	4600	17.1	3.7
Kelvin Benjamin	WR	BUF	TEN	200	39.50	0.00	19.75	0.62	5000	17.7	3.5
Jaron Brown	WR	SEA	LAR	270	50.00	0.00	25.00	1.47	4500	12.4	2.8
DeVante Parker	WR	MIA	@CIN	215	48.50	6.00	21.25	3.22	5000	12.8	2.6
Austin Seferian-Jenkins	TE	JAX	@KC	130	49.00	3.00	23.00	4.95	4600	16.0	3.5
Austin Hooper	TE	ATL	@PIT	150	58.00	3.00	27.50	5.10	5000	15.8	3.2
Theo Riddick	RB	DET	GB	0	0.00	0.00	0.00	1.45	5400	10.8	2.0
David Njoku	TE	CLE	BAL	145	45.50	0.00	22.75	2.54	5200	16.7	3.2
Martavis Bryant	WR	OAK	@LAC	190	52.50	5.50	23.50	3.30	5200	15.3	3.0
Jeff Heuerman	TE	DEN	@NYJ	-115	42.50	0.00	21.25	3.11	4400	16.6	3.8
Arizona Cardinals	D	ARI	@SF	-195	40.00	-3.50	21.75	0.00	4300	9.1	2.1
Aldrick Robinson	WR	MIN	@PHI	145	46.50	3.00	21.75	1.19	5100	12.7	2.5
New York Giants	D	NYG	@CAR	-275	43.50	-6.00	24.75	0.00	3500	5.0	1.4
Jacksonville Jaguars	D	JAX	@KC	-150	49.00	-3.00	26.00	0.00	4500	5.9	1.3
Kansas City Chiefs	D	KC	JAX	130	49.00	3.00	23.00	0.00	4000	5.9	1.5
Nick Chubb	RB	CLE	BAL	145	45.50	0.00	22.75	0.61	5300	11.3	2.1
Cleveland Browns	D	CLE	BAL	-170	45.50	0.00	22.75	0.00	3300	5.8	1.8
Buffalo Bills	D	BUF	TEN	-250	39.50	0.00	19.75	0.00	3500	5.4	1.5
Courtland Sutton	WR	DEN	@NYJ	-115	42.50	0.00	21.25	1.01	4700	15.9	3.4
Rhett Ellison	TE	NYG	@CAR	225	43.50	6.00	18.75	2.85	4400	15.2	3.5
Detroit Lions	D	DET	GB	0	0.00	0.00	0.00	0.00	3300	5.9	1.8
Minnesota Vikings	D	MIN	@PHI	-170	46.50	-3.00	24.75	0.00	4200	6.2	1.5
James Washington	WR	PIT	ATL	-180	58.00	-3.00	30.50	2.74	5100	13.6	2.7
Nick Vannett	TE	SEA	LAR	270	50.00	0.00	25.00	2.48	4300	16.5	3.8
Corey Clement	RB	PHI	MIN	-170	46.50	-3.00	24.75	0.69	5000	10.0	2.0
New York Jets	D	NYJ	DEN	-115	42.50	0.00	21.25	0.00	4200	5.5	1.3
Green Bay Packers	D	GB	@DET	0	0.00	0.00	0.00	0.00	4000	6.3	1.6
Cody Latimer	WR	NYG	@CAR	225	43.50	6.00	18.75	1.15	4500	12.3	2.7
Pittsburgh Steelers	D	PIT	ATL	150	58.00	3.00	27.50	0.00	3400	5.9	1.7
Ty Montgomery	RB	GB	@DET	0	0.00	0.00	0.00	1.17	5500	12.9	2.3
Miami Dolphins	D	MIA	@CIN	-265	48.50	-6.00	27.25	0.00	3400	5.5	1.6
Frank Gore	RB	MIA	@CIN	215	48.50	6.00	21.25	2.52	5000	14.7	2.9
Ian Thomas	TE	CAR	NYG	-275	43.50	-6.00	24.75	3.26	4000	0.0	0.0
J'Mon Moore	WR	GB	@DET	0	0.00	0.00	0.00	1.11	4500	10.0	2.2
Antonio Gates	TE	LAC	OAK	-235	52.50	-5.50	29.00	3.80	4800	14.2	3.0
Ricky Seals-Jones	TE	ARI	@SF	165	40.00	3.50	18.25	2.17	5100	18.6	3.7
Dallas Goedert	TE	PHI	MIN	-170	46.50	-3.00	24.75	2.04	4600	13.8	3.0
Kendrick Bourne	WR	SF	ARI	-195	40.00	-3.50	21.75	0.62	4500	12.3	2.7
Trent Taylor	WR	SF	ARI	-195	40.00	-3.50	21.75	0.58	4500	15.4	3.4
Seattle Seahawks	D	SEA	LAR	-340	50.00	0.00	25.00	0.00	3600	5.7	1.6
C.J. Uzomah	TE	CIN	MIA	-265	48.50	-6.00	27.25	2.91	4700	16.2	3.5
Terrelle Pryor	WR	NYJ	DEN	-105	42.50	0.00	21.25	0.34	4700	15.8	3.3
Chad Williams	WR	ARI	@SF	165	40.00	3.50	18.25	0.72	4500	10.0	2.2
Jakeem Grant	WR	MIA	@CIN	215	48.50	6.00	21.25	1.63	4700	18.0	3.8
Jonnu Smith	TE	TEN	@BUF	-250	39.50	0.00	19.75	1.28	4200	12.9	3.1
Ryan Switzer	WR	PIT	ATL	-180	58.00	-3.00	30.50	1.93	4500	13.6	3.0
Equanimeous St. Brown	WR	GB	@DET	0	0.00	0.00	0.00	0.78	4500	0.0	0.0
Torrey Smith	WR	CAR	NYG	-275	43.50	-6.00	24.75	1.15	4600	16.4	3.6
Mike Davis	RB	SEA	LAR	270	50.00	0.00	25.00	0.45	5500	12.4	2.3
Zay Jones	WR	BUF	TEN	200	39.50	0.00	19.75	0.18	4700	15.8	3.4
Devontae Booker	RB	DEN	@NYJ	-115	42.50	0.00	21.25	0.49	4900	11.7	2.4
Charles Clay	TE	BUF	TEN	200	39.50	0.00	19.75	0.85	4600	13.6	3.0
Laquon Treadwell	WR	MIN	@PHI	145	46.50	3.00	21.75	0.49	4800	14.5	3.0
Jamaal Williams	RB	GB	@DET	0	0.00	0.00	0.00	0.72	5400	14.7	2.7
Tyler Higbee	TE	LAR	@SEA	-340	50.00	0.00	25.00	1.37	4200	11.6	2.8
Mike Gesicki	TE	MIA	@CIN	215	48.50	6.00	21.25	2.65	4400	13.3	3.0
Tajae Sharpe	WR	TEN	@BUF	-250	39.50	0.00	19.75	0.21	4500	13.2	2.9
Oakland Raiders	D	OAK	@LAC	-235	52.50	-5.50	29.00	0.00	3600	5.2	1.4
Spencer Ware	RB	KC	JAX	-150	49.00	-3.00	26.00	0.43	4600	10.9	2.4
C.J. Anderson	RB	CAR	NYG	-275	43.50	-6.00	24.75	1.06	5300	12.4	2.3
Luke Willson	TE	DET	GB	0	0.00	0.00	0.00	1.49	4500	11.6	2.6
Atlanta Falcons	D	ATL	@PIT	-180	58.00	-3.00	30.50	0.00	3100	5.9	1.9
Mark Andrews	TE	BAL	@CLE	-170	45.50	0.00	22.75	1.22	4000	13.1	3.3
Jermaine Kearse	WR	NYJ	DEN	-105	42.50	0.00	21.25	0.18	4800	14.7	3.1
Doug Martin	RB	OAK	@LAC	190	52.50	5.50	23.50	1.44	5100	13.3	2.6
Malcolm Brown	RB	LAR	@SEA	-340	50.00	0.00	25.00	0.26	5000	12.8	2.6
Andre Holmes	WR	BUF	TEN	200	39.50	0.00	19.75	0.09	4500	14.6	3.2
Nick Boyle	TE	BAL	@CLE	-170	45.50	0.00	22.75	1.04	4400	13.7	3.1
Chris Conley	WR	KC	JAX	-150	49.00	-3.00	26.00	0.40	4500	13.4	3.0
Rashaad Penny	RB	SEA	LAR	270	50.00	0.00	25.00	0.26	5200	13.0	2.5
Hayden Hurst	TE	BAL	@CLE	-170	45.50	0.00	22.75	0.94	4500	10.0	2.2
Chris Herndon	TE	NYJ	DEN	-105	42.50	0.00	21.25	0.68	4000	12.6	3.1
LeGarrette Blount	RB	DET	GB	0	0.00	0.00	0.00	0.39	5000	15.6	3.1
Tyler Kroft	TE	CIN	MIA	-265	48.50	-6.00	27.25	1.76	4500	15.3	3.4
Chris Ivory	RB	BUF	TEN	200	39.50	0.00	19.75	0.06	5300	13.4	2.5
Virgil Green	TE	LAC	OAK	-235	52.50	-5.50	29.00	2.17	4300	12.8	3.0
Nick O'Leary	TE	MIA	@CIN	215	48.50	6.00	21.25	1.86	4000	0.0	0.0
Maxx Williams	TE	BAL	@CLE	-170	45.50	0.00	22.75	0.87	4300	12.2	2.8
Wayne Gallman	RB	NYG	@CAR	225	43.50	6.00	18.75	0.29	4600	11.5	2.5
Jarius Wright	WR	CAR	NYG	-275	43.50	-6.00	24.75	0.57	4800	16.4	3.4
Chase Edmonds	RB	ARI	@SF	165	40.00	3.50	18.25	0.31	5000	12.8	2.6
Jason Croom	TE	BUF	TEN	200	39.50	0.00	19.75	0.36	4000	12.9	3.2
Jesse James	TE	PIT	ATL	-180	58.00	-3.00	30.50	1.96	5200	0.0	0.0
Demetrius Harris	TE	KC	JAX	-150	49.00	-3.00	26.00	0.94	4200	11.3	2.7
Russell Shepard	WR	NYG	@CAR	225	43.50	6.00	18.75	0.24	4500	10.0	2.2
Josh Reynolds	WR	LAR	@SEA	-340	50.00	0.00	25.00	0.13	4500	10.0	2.2
Darren Fells	TE	CLE	BAL	145	45.50	0.00	22.75	0.56	4300	11.5	2.7
Kyle Juszczyk	RB	SF	ARI	-195	40.00	-3.50	21.75	0.11	4700	10.0	2.1
Matt LaCosse	TE	DEN	@NYJ	-115	42.50	0.00	21.25	0.70	4000	10.4	2.6
Luke Stocker	TE	TEN	@BUF	-250	39.50	0.00	19.75	0.40	4000	13.1	3.3
De'Anthony Thomas	WR	KC	JAX	-150	49.00	-3.00	26.00	0.20	4500	10.9	2.4
Robert Foster	WR	BUF	TEN	200	39.50	0.00	19.75	0.02	4500	11.9	2.6
J.J. Nelson	WR	ARI	@SF	165	40.00	3.50	18.25	0.17	4600	10.0	2.2
Demarcus Robinson	WR	KC	JAX	-150	49.00	-3.00	26.00	0.18	4600	10.8	2.3
Seth Roberts	WR	OAK	@LAC	190	52.50	5.50	23.50	0.63	4800	12.8	2.7
Ito Smith	RB	ATL	@PIT	150	58.00	3.00	27.50	0.76	5000	0.0	0.0
Marvin Hall	WR	ATL	@PIT	150	58.00	3.00	27.50	0.61	4500	10.0	2.2
Curtis Samuel	WR	CAR	NYG	-275	43.50	-6.00	24.75	0.34	4500	10.0	2.2
Jordan Leggett	TE	NYJ	DEN	-105	42.50	0.00	21.25	0.32	4400	10.0	2.3
Eric Tomlinson	TE	NYJ	DEN	-105	42.50	0.00	21.25	0.29	4000	12.4	3.1
Chris Moore	WR	BAL	@CLE	-170	45.50	0.00	22.75	0.08	4500	11.6	2.6
Gerald Everett	TE	LAR	@SEA	-340	50.00	0.00	25.00	0.45	4500	11.6	2.6
Garrett Celek	TE	SF	ARI	-195	40.00	-3.50	21.75	0.43	4500	11.2	2.5
Logan Paulsen	TE	ATL	@PIT	150	58.00	3.00	27.50	1.28	4100	10.0	2.4
D.J. Chark	WR	JAX	@KC	130	49.00	3.00	23.00	0.40	4500	0.0	0.0
Jermaine Gresham	TE	ARI	@SF	165	40.00	3.50	18.25	0.54	4400	0.0	0.0
Alex Erickson	WR	CIN	MIA	-265	48.50	-6.00	27.25	0.26	4500	10.0	2.2
David Morgan	TE	MIN	@PHI	145	46.50	3.00	21.75	0.47	4200	10.0	2.4
James O'Shaughnessy	TE	JAX	@KC	130	49.00	3.00	23.00	1.00	4000	11.2	2.8
Lamar Jackson	QB	BAL	@CLE	-170	45.50	0.00	22.75	0.00	6100	10.8	1.8
Logan Thomas	TE	BUF	TEN	200	39.50	0.00	19.75	0.12	4400	11.4	2.6
C.J. Ham	RB	MIN	@PHI	145	46.50	3.00	21.75	0.06	4500	10.0	2.2
Derek Carrier	TE	OAK	@LAC	190	52.50	5.50	23.50	0.98	4100	10.9	2.7
TJ Jones	WR	DET	GB	0	0.00	0.00	0.00	0.09	4500	12.5	2.8
Lance Kendricks	TE	GB	@DET	0	0.00	0.00	0.00	0.48	4300	11.2	2.6
Kamar Aiken	WR	PHI	MIN	-170	46.50	-3.00	24.75	0.06	4500	10.7	2.4
Niles Paul	TE	JAX	@KC	130	49.00	3.00	23.00	0.84	4200	10.0	2.4
Shelton Gibson	WR	PHI	MIN	-170	46.50	-3.00	24.75	0.05	4500	10.0	2.2
Kalen Ballage	RB	MIA	@CIN	215	48.50	6.00	21.25	0.41	4500	10.0	2.2
DaeSean Hamilton	WR	DEN	@NYJ	-115	42.50	0.00	21.25	0.05	4500	10.0	2.2
Ray-Ray McCloud	WR	BUF	TEN	200	39.50	0.00	19.75	0.01	4500	10.4	2.3
Marcus Murphy	RB	BUF	TEN	200	39.50	0.00	19.75	0.01	4500	11.2	2.5
DeAndre Carter	WR	PHI	MIN	-170	46.50	-3.00	24.75	0.05	4500	0.0	0.0
Justin Hunter	WR	PIT	ATL	-180	58.00	-3.00	30.50	0.35	4500	0.0	0.0
John Kelly	RB	LAR	@SEA	-340	50.00	0.00	25.00	0.04	4500	10.0	2.2
Darrius Heyward-Bey	WR	PIT	ATL	-180	58.00	-3.00	30.50	0.34	4500	10.0	2.2
Alex Armah	RB	CAR	NYG	-275	43.50	-6.00	24.75	0.24	4500	10.0	2.2
Thomas Rawls	RB	CIN	MIA	-265	48.50	-6.00	27.25	0.26	4600	10.0	2.2
Josh Adams	RB	PHI	MIN	-170	46.50	-3.00	24.75	0.03	4500	0.0	0.0
Levine Toilolo	TE	DET	GB	0	0.00	0.00	0.00	0.29	4300	10.0	2.3
Stevan Ridley	RB	PIT	ATL	-180	58.00	-3.00	30.50	0.37	4500	10.9	2.4
Tim Patrick	WR	DEN	@NYJ	-115	42.50	0.00	21.25	0.03	4500	13.6	3.0
Rod Streater	WR	CLE	BAL	145	45.50	0.00	22.75	0.01	4500	0.0	0.0
Raheem Mostert	RB	SF	ARI	-195	40.00	-3.50	21.75	0.02	4500	10.0	2.2
C.J. Prosise	RB	SEA	LAR	270	50.00	0.00	25.00	0.04	4600	10.0	2.2
Justin Hardy	WR	ATL	@PIT	150	58.00	3.00	27.50	0.25	4600	10.0	2.2
Tyler Conklin	TE	MIN	@PHI	145	46.50	3.00	21.75	0.17	4100	10.0	2.4
Marcedes Lewis	TE	GB	@DET	0	0.00	0.00	0.00	0.30	4500	10.0	2.2
Stacy Coley	WR	NYG	@CAR	225	43.50	6.00	18.75	0.04	4500	0.0	0.0
Damien Williams	RB	KC	JAX	-150	49.00	-3.00	26.00	0.04	4500	10.1	2.3
Hakeem Valles	TE	DET	GB	0	0.00	0.00	0.00	0.21	4000	10.0	2.5
Mike Boone	RB	MIN	@PHI	145	46.50	3.00	21.75	0.03	4500	10.0	2.2
Nick Foles	QB	PHI	MIN	-170	46.50	-3.00	24.75	0.00	6000	10.0	1.7
Randall Cobb	WR	GB	@DET	0	0.00	0.00	0.00	0.00	6100	0.0	0.0
Matt Cassel	QB	DET	GB	0	0.00	0.00	0.00	0.00	6000	10.0	1.7
De'Lance Turner	RB	BAL	@CLE	-170	45.50	0.00	22.75	0.00	4500	0.0	0.0
Dalyn Dawkins	RB	TEN	@BUF	-250	39.50	0.00	19.75	0.00	4500	0.0	0.0
Dwayne Harris	WR	OAK	@LAC	190	52.50	5.50	23.50	0.00	4500	10.0	2.2
Derek Watt	RB	LAC	OAK	-235	52.50	-5.50	29.00	0.00	4500	10.0	2.2
Michael Roberts	TE	DET	GB	0	0.00	0.00	0.00	0.00	4200	0.0	0.0
Andre Roberts	WR	NYJ	DEN	-105	42.50	0.00	21.25	0.00	4500	10.0	2.2
Kyle Sloter	QB	MIN	@PHI	145	46.50	3.00	21.75	0.00	6000	10.0	1.7
Lee Smith	TE	OAK	@LAC	190	52.50	5.50	23.50	0.00	4000	10.0	2.5
Luke Falk	QB	MIA	@CIN	215	48.50	6.00	21.25	0.00	6000	0.0	0.0
Austin Davis	QB	TEN	@BUF	-250	39.50	0.00	19.75	0.00	6000	0.0	0.0
Taylor Heinicke	QB	CAR	NYG	-275	43.50	-6.00	24.75	0.00	6000	10.0	1.7
Joshua Dobbs	QB	PIT	ATL	-180	58.00	-3.00	30.50	0.00	6000	10.0	1.7
Trevor Siemian	QB	MIN	@PHI	145	46.50	3.00	21.75	0.00	6000	10.0	1.7
Chad Henne	QB	KC	JAX	-150	49.00	-3.00	26.00	0.00	6000	10.0	1.7
Nate Sudfeld	QB	PHI	MIN	-170	46.50	-3.00	24.75	0.00	6000	10.0	1.7
Mike Glennon	QB	ARI	@SF	165	40.00	3.50	18.25	0.00	6000	10.0	1.7
Kevin Hogan	QB	DEN	@NYJ	-115	42.50	0.00	21.25	0.00	6000	10.0	1.7
Alex Tanney	QB	NYG	@CAR	225	43.50	6.00	18.75	0.00	6000	10.0	1.7
Brandon Powell	WR	DET	GB	0	0.00	0.00	0.00	0.00	4500	0.0	0.0
Robert Griffin	QB	BAL	@CLE	-170	45.50	0.00	22.75	0.00	6000	10.0	1.7
Jordan Lasley	WR	BAL	@CLE	-170	45.50	0.00	22.75	0.00	4500	10.0	2.2
Kyle Lauletta	QB	NYG	@CAR	225	43.50	6.00	18.75	0.00	6000	10.0	1.7
Ameer Abdullah	RB	DET	GB	0	0.00	0.00	0.00	0.00	5000	0.0	0.0
Rashad Greene	WR	JAX	@KC	130	49.00	3.00	23.00	0.00	4500	0.0	0.0
Tim Boyle	QB	GB	@DET	0	0.00	0.00	0.00	0.00	6000	10.0	1.7
AJ McCarron	QB	OAK	@LAC	190	52.50	5.50	23.50	0.00	6000	0.0	0.0
Nick Mullens	QB	SF	ARI	-195	40.00	-3.50	21.75	0.00	6000	0.0	0.0
Auden Tate	WR	CIN	MIA	-265	48.50	-6.00	27.25	0.00	4500	0.0	0.0
Josh McCown	QB	NYJ	DEN	-105	42.50	0.00	21.25	0.00	6000	10.0	1.7
Sean Mannion	QB	LAR	@SEA	-340	50.00	0.00	25.00	0.00	6000	10.0	1.7
Jeff Driskel	QB	CIN	MIA	-265	48.50	-6.00	27.25	0.00	6000	10.0	1.7
Brett Hundley	QB	SEA	LAR	270	50.00	0.00	25.00	0.00	6000	10.0	1.7
Mason Rudolph	QB	PIT	ATL	-180	58.00	-3.00	30.50	0.00	6000	0.0	0.0
Chad Kelly	QB	DEN	@NYJ	-115	42.50	0.00	21.25	0.00	6000	10.0	1.7
Christopher Ezeala	RB	BAL	@CLE	-170	45.50	0.00	22.75	0.00	4500	0.0	0.0
Victor Bolden	WR	SF	ARI	-195	40.00	-3.50	21.75	0.00	4500	0.0	0.0
Garrett Dickerson	TE	NYG	@CAR	225	43.50	6.00	18.75	0.00	4500	0.0	0.0
Cody Kessler	QB	JAX	@KC	130	49.00	3.00	23.00	0.00	6000	10.0	1.7
DeAndre Washington	RB	OAK	@LAC	190	52.50	5.50	23.50	0.00	4500	10.0	2.2
Darrel Williams	RB	KC	JAX	-150	49.00	-3.00	26.00	0.00	4500	0.0	0.0
Drew Stanton	QB	CLE	BAL	145	45.50	0.00	22.75	0.00	6000	0.0	0.0
David Fales	QB	MIA	@CIN	215	48.50	6.00	21.25	0.00	6000	10.0	1.7
Roc Thomas	RB	MIN	@PHI	145	46.50	3.00	21.75	0.00	4500	0.0	0.0
Neal Sterling	TE	NYJ	DEN	-105	42.50	0.00	21.25	0.00	4000	0.0	0.0
Greg Olsen	TE	CAR	NYG	-275	43.50	-6.00	24.75	0.00	5000	0.0	0.0
T.J. Logan	RB	ARI	@SF	165	40.00	3.50	18.25	0.00	4500	10.0	2.2
Will Dissly	TE	SEA	LAR	270	50.00	0.00	25.00	0.00	4800	0.0	0.0
Leonard Fournette	RB	JAX	@KC	130	49.00	3.00	23.00	0.00	7700	0.0	0.0
Senorise Perry	RB	MIA	@CIN	215	48.50	6.00	21.25	0.00	4500	10.0	2.2
Trent Sherfield	WR	ARI	@SF	165	40.00	3.50	18.25	0.00	4500	0.0	0.0
Derrick Willies	WR	CLE	BAL	145	45.50	0.00	22.75	0.00	4500	0.0	0.0
J.J. Jones	WR	LAC	OAK	-235	52.50	-5.50	29.00	0.00	4500	0.0	0.0
Russell Gage	WR	ATL	@PIT	150	58.00	3.00	27.50	0.00	4500	10.0	2.2
Darell Daniels	TE	SEA	LAR	270	50.00	0.00	25.00	0.00	4000	0.0	0.0
Cameron Artis-Payne	RB	CAR	NYG	-275	43.50	-6.00	24.75	0.00	4500	10.0	2.2
Brandon LaFell	WR	OAK	@LAC	190	52.50	5.50	23.50	0.00	4600	10.0	2.2
Geremy Davis	WR	LAC	OAK	-235	52.50	-5.50	29.00	0.00	4500	0.0	0.0
Roosevelt Nix	RB	PIT	ATL	-180	58.00	-3.00	30.50	0.00	4500	10.0	2.2
Trenton Cannon	RB	NYJ	DEN	-105	42.50	0.00	21.25	0.00	4500	10.0	2.2
Johnny Mundt	TE	LAR	@SEA	-340	50.00	0.00	25.00	0.00	4000	10.0	2.5
Elijhaa Penny	RB	NYG	@CAR	225	43.50	6.00	18.75	0.00	4500	10.0	2.2
Alex Ellis	TE	KC	JAX	-150	49.00	-3.00	26.00	0.00	4000	0.0	0.0
KhaDarel Hodge	WR	LAR	@SEA	-340	50.00	0.00	25.00	0.00	4500	0.0	0.0
Joshua Perkins	TE	PHI	MIN	-170	46.50	-3.00	24.75	0.00	4000	11.6	2.9
