PLAYER	POS	TEAM	OPP	ML	O/U	SPRD	TM/P	OWN%	SAL	FPTS	VAL
											
Ben Roethlisberger	QB	PIT	ATL	-180	58.00	-3.00	30.50	12.82	8400	21.1	2.5
Matt Ryan	QB	ATL	@PIT	150	58.00	3.00	27.50	11.90	8300	19.0	2.3
Todd Gurley	RB	LAR	@SEA	-340	50.00	0.00	25.00	15.62	9100	19.8	2.2
Cam Newton	QB	CAR	NYG	-275	43.50	-6.00	24.75	5.85	8400	22.1	2.6
Jared Goff	QB	LAR	@SEA	-340	50.00	0.00	25.00	3.76	8000	17.8	2.2
Aaron Rodgers	QB	GB	@DET	0	0.00	0.00	0.00	4.35	8400	20.2	2.4
Philip Rivers	QB	LAC	OAK	-235	52.50	-5.50	29.00	8.20	8200	17.9	2.2
Patrick Mahomes	QB	KC	JAX	-150	49.00	-3.00	26.00	5.78	8600	17.8	2.1
Kirk Cousins	QB	MIN	@PHI	145	46.50	3.00	21.75	4.87	7700	16.3	2.1
Christian McCaffrey	RB	CAR	NYG	-275	43.50	-6.00	24.75	21.98	8100	15.1	1.9
Carson Wentz	QB	PHI	MIN	-170	46.50	-3.00	24.75	4.02	7500	16.7	2.2
Blake Bortles	QB	JAX	@KC	130	49.00	3.00	23.00	5.05	7000	15.9	2.3
Matthew Stafford	QB	DET	GB	0	0.00	0.00	0.00	3.37	7600	19.8	2.6
Derek Carr	QB	OAK	@LAC	190	52.50	5.50	23.50	6.54	7000	14.6	2.1
Russell Wilson	QB	SEA	LAR	270	50.00	0.00	25.00	2.53	7200	18.0	2.5
Andy Dalton	QB	CIN	MIA	-265	48.50	-6.00	27.25	5.06	7500	19.4	2.6
Marcus Mariota	QB	TEN	@BUF	-250	39.50	0.00	19.75	1.40	6800	14.8	2.2
Melvin Gordon	RB	LAC	OAK	-235	52.50	-5.50	29.00	23.61	8700	17.7	2.0
Antonio Brown	WR	PIT	ATL	-180	58.00	-3.00	30.50	22.68	9000	20.2	2.2
Joe Flacco	QB	BAL	@CLE	-170	45.50	0.00	22.75	2.28	7200	13.6	1.9
Julio Jones	WR	ATL	@PIT	150	58.00	3.00	27.50	20.86	8800	16.3	1.9
James Conner	RB	PIT	ATL	-180	58.00	-3.00	30.50	18.97	7800	15.3	2.0
Ryan Tannehill	QB	MIA	@CIN	215	48.50	6.00	21.25	3.25	6600	14.8	2.2
Saquon Barkley	RB	NYG	@CAR	225	43.50	6.00	18.75	9.19	7900	13.9	1.8
Eli Manning	QB	NYG	@CAR	225	43.50	6.00	18.75	2.35	6500	13.6	2.1
C.J. Beathard	QB	SF	ARI	-195	40.00	-3.50	21.75	1.27	6300	14.0	2.2
Baker Mayfield	QB	CLE	BAL	145	45.50	0.00	22.75	1.32	7100	15.4	2.2
Josh Rosen	QB	ARI	@SF	165	40.00	3.50	18.25	1.57	6400	0.0	0.0
Case Keenum	QB	DEN	@NYJ	-115	42.50	0.00	21.25	1.11	6500	14.7	2.3
David Johnson	RB	ARI	@SF	165	40.00	3.50	18.25	8.70	7600	16.0	2.1
Adam Thielen	WR	MIN	@PHI	145	46.50	3.00	21.75	8.42	8300	15.5	1.9
Odell Beckham	WR	NYG	@CAR	225	43.50	6.00	18.75	8.58	8300	16.6	2.0
Keenan Allen	WR	LAC	OAK	-235	52.50	-5.50	29.00	15.07	8100	14.2	1.8
A.J. Green	WR	CIN	MIA	-265	48.50	-6.00	27.25	11.68	8500	14.6	1.7
Kareem Hunt	RB	KC	JAX	-150	49.00	-3.00	26.00	6.11	7800	11.0	1.4
Sam Darnold	QB	NYJ	DEN	-105	42.50	0.00	21.25	0.94	6300	13.0	2.1
Devonta Freeman	RB	ATL	@PIT	150	58.00	3.00	27.50	14.21	6800	13.6	2.0
Josh Allen	QB	BUF	TEN	200	39.50	0.00	19.75	0.42	6400	14.1	2.2
Stefon Diggs	WR	MIN	@PHI	145	46.50	3.00	21.75	6.34	8200	12.3	1.5
T.J. Yeldon	RB	JAX	@KC	130	49.00	3.00	23.00	12.58	6500	12.7	2.0
Tyreek Hill	WR	KC	JAX	-150	49.00	-3.00	26.00	6.51	7800	12.5	1.6
JuJu Smith-Schuster	WR	PIT	ATL	-180	58.00	-3.00	30.50	11.92	8000	15.8	2.0
Marshawn Lynch	RB	OAK	@LAC	190	52.50	5.50	23.50	13.15	6500	10.2	1.6
Joe Mixon	RB	CIN	MIA	-265	48.50	-6.00	27.25	9.40	7100	17.5	2.5
Golden Tate	WR	DET	GB	0	0.00	0.00	0.00	6.21	7400	12.7	1.7
Brandin Cooks	WR	LAR	@SEA	-340	50.00	0.00	25.00	4.74	7800	14.3	1.8
Zach Ertz	TE	PHI	MIN	-170	46.50	-3.00	24.75	7.46	7500	11.1	1.5
Travis Kelce	TE	KC	JAX	-150	49.00	-3.00	26.00	7.83	7700	12.4	1.6
Davante Adams	WR	GB	@DET	0	0.00	0.00	0.00	5.36	8000	14.4	1.8
Robert Woods	WR	LAR	@SEA	-340	50.00	0.00	25.00	4.12	7200	10.8	1.5
Amari Cooper	WR	OAK	@LAC	190	52.50	5.50	23.50	9.75	6500	9.4	1.4
Cooper Kupp	WR	LAR	@SEA	-340	50.00	0.00	25.00	4.15	6700	12.1	1.8
Jarvis Landry	WR	CLE	BAL	145	45.50	0.00	22.75	3.73	6900	12.4	1.8
Javorius Allen	RB	BAL	@CLE	-170	45.50	0.00	22.75	4.28	5400	7.4	1.4
Corey Davis	WR	TEN	@BUF	-250	39.50	0.00	19.75	3.20	6400	11.4	1.8
Jay Ajayi	RB	PHI	MIN	-170	46.50	-3.00	24.75	3.33	6300	10.2	1.6
Alshon Jeffery	WR	PHI	MIN	-170	46.50	-3.00	24.75	3.66	6800	13.0	1.9
Aaron Jones	RB	GB	@DET	0	0.00	0.00	0.00	4.97	6100	8.9	1.5
Sterling Shepard	WR	NYG	@CAR	225	43.50	6.00	18.75	4.80	6200	10.1	1.6
Tyler Boyd	WR	CIN	MIA	-265	48.50	-6.00	27.25	6.91	6300	8.6	1.4
Calvin Ridley	WR	ATL	@PIT	150	58.00	3.00	27.50	8.21	6800	9.8	1.4
Emmanuel Sanders	WR	DEN	@NYJ	-115	42.50	0.00	21.25	3.66	6700	10.9	1.6
Kenny Golladay	WR	DET	GB	0	0.00	0.00	0.00	4.49	6300	10.5	1.7
Larry Fitzgerald	WR	ARI	@SF	165	40.00	3.50	18.25	4.07	6400	8.5	1.3
Marvin Jones	WR	DET	GB	0	0.00	0.00	0.00	4.16	6500	10.9	1.7
Demaryius Thomas	WR	DEN	@NYJ	-115	42.50	0.00	21.25	3.46	6500	10.2	1.6
Carlos Hyde	RB	CLE	BAL	145	45.50	0.00	22.75	2.15	6700	11.6	1.7
Matt Breida	RB	SF	ARI	-195	40.00	-3.50	21.75	2.40	6200	10.7	1.7
Doug Baldwin	WR	SEA	LAR	270	50.00	0.00	25.00	3.25	6700	11.3	1.7
Mike Williams	WR	LAC	OAK	-235	52.50	-5.50	29.00	7.93	6300	8.0	1.3
Devin Funchess	WR	CAR	NYG	-275	43.50	-6.00	24.75	5.52	6200	10.5	1.7
Dede Westbrook	WR	JAX	@KC	130	49.00	3.00	23.00	6.69	5900	9.0	1.5
Michael Crabtree	WR	BAL	@CLE	-170	45.50	0.00	22.75	2.92	6400	9.9	1.5
Jimmy Graham	TE	GB	@DET	0	0.00	0.00	0.00	6.14	6100	9.2	1.5
Quincy Enunwa	WR	NYJ	DEN	-105	42.50	0.00	21.25	2.18	6100	9.7	1.6
Keelan Cole	WR	JAX	@KC	130	49.00	3.00	23.00	6.58	5700	10.5	1.8
Sammy Watkins	WR	KC	JAX	-150	49.00	-3.00	26.00	3.80	6400	9.5	1.5
Geronimo Allison	WR	GB	@DET	0	0.00	0.00	0.00	4.18	5700	9.9	1.7
Chris Carson	RB	SEA	LAR	270	50.00	0.00	25.00	2.74	6000	11.4	1.9
Austin Ekeler	RB	LAC	OAK	-235	52.50	-5.50	29.00	7.49	6200	7.4	1.2
Dalvin Cook	RB	MIN	@PHI	145	46.50	3.00	21.75	2.39	6300	12.5	2.0
John Brown	WR	BAL	@CLE	-170	45.50	0.00	22.75	2.80	6200	8.6	1.4
Nelson Agholor	WR	PHI	MIN	-170	46.50	-3.00	24.75	3.16	6100	9.5	1.6
Alex Collins	RB	BAL	@CLE	-170	45.50	0.00	22.75	2.30	6500	11.6	1.8
Phillip Lindsay	RB	DEN	@NYJ	-115	42.50	0.00	21.25	2.70	6100	9.3	1.5
Kerryon Johnson	RB	DET	GB	0	0.00	0.00	0.00	3.34	6100	8.1	1.3
Tyrell Williams	WR	LAC	OAK	-235	52.50	-5.50	29.00	7.61	5400	11.4	2.1
Mohamed Sanu	WR	ATL	@PIT	150	58.00	3.00	27.50	7.45	5600	7.4	1.3
Jared Cook	TE	OAK	@LAC	190	52.50	5.50	23.50	7.90	5900	7.3	1.3
Tennessee Titans	D	TEN	@BUF	200	39.50	0.00	19.75	0.00	3900	7.3	1.9
Dion Lewis	RB	TEN	@BUF	-250	39.50	0.00	19.75	1.68	5700	12.0	2.1
Tevin Coleman	RB	ATL	@PIT	150	58.00	3.00	27.50	6.04	6900	10.0	1.5
Tyler Lockett	WR	SEA	LAR	270	50.00	0.00	25.00	2.67	6600	8.4	1.3
Donte Moncrief	WR	JAX	@KC	130	49.00	3.00	23.00	5.85	5600	7.2	1.3
Isaiah Crowell	RB	NYJ	DEN	-105	42.50	0.00	21.25	1.36	5900	8.3	1.4
Derrick Henry	RB	TEN	@BUF	-250	39.50	0.00	19.75	1.62	5800	11.4	2.0
Royce Freeman	RB	DEN	@NYJ	-115	42.50	0.00	21.25	2.51	6000	6.3	1.0
Marquez Valdes-Scantling	WR	GB	@DET	0	0.00	0.00	0.00	4.28	4800	0.0	0.0
Kenny Stills	WR	MIA	@CIN	215	48.50	6.00	21.25	5.39	6300	9.0	1.4
Jordy Nelson	WR	OAK	@LAC	190	52.50	5.50	23.50	6.33	5600	7.9	1.4
Carolina Panthers	D	CAR	NYG	225	43.50	6.00	18.75	0.00	4400	6.7	1.5
Bilal Powell	RB	NYJ	DEN	-105	42.50	0.00	21.25	1.16	5700	8.7	1.5
Marquise Goodwin	WR	SF	ARI	-195	40.00	-3.50	21.75	2.23	5500	7.6	1.4
LeSean McCoy	RB	BUF	TEN	200	39.50	0.00	19.75	0.74	6300	10.9	1.7
Taywan Taylor	WR	TEN	@BUF	-250	39.50	0.00	19.75	1.63	5000	8.1	1.6
Antonio Callaway	WR	CLE	BAL	145	45.50	0.00	22.75	1.92	5200	8.7	1.7
Latavius Murray	RB	MIN	@PHI	145	46.50	3.00	21.75	1.89	5100	11.8	2.3
Kyle Rudolph	TE	MIN	@PHI	145	46.50	3.00	21.75	4.20	6100	6.2	1.0
Willie Snead	WR	BAL	@CLE	-170	45.50	0.00	22.75	2.19	5300	8.6	1.6
Kenyan Drake	RB	MIA	@CIN	215	48.50	6.00	21.25	4.71	5900	9.6	1.6
Christian Kirk	WR	ARI	@SF	165	40.00	3.50	18.25	2.49	5200	8.4	1.6
Rashard Higgins	WR	CLE	BAL	145	45.50	0.00	22.75	1.93	4700	5.7	1.2
Alfred Morris	RB	SF	ARI	-195	40.00	-3.50	21.75	1.40	5500	6.3	1.1
Los Angeles Rams	D	LAR	@SEA	270	50.00	0.00	25.00	0.00	4700	7.0	1.5
George Kittle	TE	SF	ARI	-195	40.00	-3.50	21.75	3.49	6400	6.9	1.1
Jordan Matthews	WR	PHI	MIN	-170	46.50	-3.00	24.75	2.01	5200	2.8	0.5
Cincinnati Bengals	D	CIN	MIA	215	48.50	6.00	21.25	0.00	3900	7.1	1.8
Brandon Marshall	WR	SEA	LAR	270	50.00	0.00	25.00	1.78	5300	1.6	0.3
Pierre Garcon	WR	SF	ARI	-195	40.00	-3.50	21.75	1.66	5300	7.5	1.4
Wendell Smallwood	RB	PHI	MIN	-170	46.50	-3.00	24.75	1.42	5100	5.4	1.1
Corey Grant	RB	JAX	@KC	130	49.00	3.00	23.00	4.50	5100	5.8	1.1
Denver Broncos	D	DEN	@NYJ	-105	42.50	0.00	21.25	0.00	4100	6.7	1.6
Vance McDonald	TE	PIT	ATL	-180	58.00	-3.00	30.50	6.46	4600	6.9	1.5
Robby Anderson	WR	NYJ	DEN	-105	42.50	0.00	21.25	1.23	4900	7.1	1.5
Baltimore Ravens	D	BAL	@CLE	145	45.50	0.00	22.75	0.00	4200	7.2	1.7
Philadelphia Eagles	D	PHI	MIN	145	46.50	3.00	21.75	0.00	4200	7.0	1.7
Duke Johnson	RB	CLE	BAL	145	45.50	0.00	22.75	1.22	4800	7.2	1.5
D.J. Moore	WR	CAR	NYG	-275	43.50	-6.00	24.75	3.25	4700	6.1	1.3
Mark Walton	RB	CIN	MIA	-265	48.50	-6.00	27.25	3.60	4700	0.0	0.0
Jalen Richard	RB	OAK	@LAC	190	52.50	5.50	23.50	4.56	4600	6.1	1.3
San Francisco 49ers	D	SF	ARI	165	40.00	3.50	18.25	0.00	3800	6.3	1.7
Los Angeles Chargers	D	LAC	OAK	190	52.50	5.50	23.50	0.00	4400	9.6	2.2
Albert Wilson	WR	MIA	@CIN	215	48.50	6.00	21.25	3.42	4900	8.1	1.7
Danny Amendola	WR	MIA	@CIN	215	48.50	6.00	21.25	3.68	4600	7.7	1.7
Kelvin Benjamin	WR	BUF	TEN	200	39.50	0.00	19.75	0.62	5000	8.1	1.6
Jaron Brown	WR	SEA	LAR	270	50.00	0.00	25.00	1.47	4500	0.3	0.1
DeVante Parker	WR	MIA	@CIN	215	48.50	6.00	21.25	3.22	5000	6.8	1.4
Austin Seferian-Jenkins	TE	JAX	@KC	130	49.00	3.00	23.00	4.95	4600	5.8	1.3
Austin Hooper	TE	ATL	@PIT	150	58.00	3.00	27.50	5.10	5000	7.1	1.4
Theo Riddick	RB	DET	GB	0	0.00	0.00	0.00	1.45	5400	7.7	1.4
David Njoku	TE	CLE	BAL	145	45.50	0.00	22.75	2.54	5200	7.1	1.4
Martavis Bryant	WR	OAK	@LAC	190	52.50	5.50	23.50	3.30	5200	6.7	1.3
