PLAYER	POS	TEAM	OPP	ML	O/U	SPRD	TM/P	OWN%	SAL	FPTS	VAL
Tajae Sharpe	WR	TEN	@BUF	-250	39.50	0.00	19.75	0.21	4500	4.0	0.9
Oakland Raiders	D	OAK	@LAC	-235	52.50	-5.50	29.00	0.00	3600	3.9	1.1
Spencer Ware	RB	KC	JAX	-150	49.00	-3.00	26.00	0.43	4600	3.9	0.8
C.J. Anderson	RB	CAR	NYG	-275	43.50	-6.00	24.75	1.06	5300	3.8	0.7
Luke Willson	TE	DET	GB	0	0.00	0.00	0.00	1.49	4500	3.7	0.8
Atlanta Falcons	D	ATL	@PIT	-180	58.00	-3.00	30.50	0.00	3100	3.7	1.2
Mark Andrews	TE	BAL	@CLE	-170	45.50	0.00	22.75	1.22	4000	3.7	0.9
Jermaine Kearse	WR	NYJ	DEN	-105	42.50	0.00	21.25	0.18	4800	3.7	0.8
Doug Martin	RB	OAK	@LAC	190	52.50	5.50	23.50	1.44	5100	3.6	0.7
Malcolm Brown	RB	LAR	@SEA	-340	50.00	0.00	25.00	0.26	5000	3.6	0.7
Andre Holmes	WR	BUF	TEN	200	39.50	0.00	19.75	0.09	4500	3.5	0.8
Nick Boyle	TE	BAL	@CLE	-170	45.50	0.00	22.75	1.04	4400	3.3	0.8
Chris Conley	WR	KC	JAX	-150	49.00	-3.00	26.00	0.40	4500	3.3	0.7
Rashaad Penny	RB	SEA	LAR	270	50.00	0.00	25.00	0.26	5200	3.2	0.6
Hayden Hurst	TE	BAL	@CLE	-170	45.50	0.00	22.75	0.94	4500	3.1	0.7
Chris Herndon	TE	NYJ	DEN	-105	42.50	0.00	21.25	0.68	4000	3.1	0.8
LeGarrette Blount	RB	DET	GB	0	0.00	0.00	0.00	0.39	5000	3.1	0.6
Tyler Kroft	TE	CIN	MIA	-265	48.50	-6.00	27.25	1.76	4500	3.0	0.7
Chris Ivory	RB	BUF	TEN	200	39.50	0.00	19.75	0.06	5300	3.0	0.6
Virgil Green	TE	LAC	OAK	-235	52.50	-5.50	29.00	2.17	4300	3.0	0.7
Nick O'Leary	TE	MIA	@CIN	215	48.50	6.00	21.25	1.86	4000	2.9	0.7
Maxx Williams	TE	BAL	@CLE	-170	45.50	0.00	22.75	0.87	4300	2.9	0.7
Wayne Gallman	RB	NYG	@CAR	225	43.50	6.00	18.75	0.29	4600	2.9	0.6
Jarius Wright	WR	CAR	NYG	-275	43.50	-6.00	24.75	0.57	4800	2.8	0.6
Chase Edmonds	RB	ARI	@SF	165	40.00	3.50	18.25	0.31	5000	2.8	0.6
Jason Croom	TE	BUF	TEN	200	39.50	0.00	19.75	0.36	4000	2.6	0.6
Jesse James	TE	PIT	ATL	-180	58.00	-3.00	30.50	1.96	5200	2.6	0.5
Demetrius Harris	TE	KC	JAX	-150	49.00	-3.00	26.00	0.94	4200	2.5	0.6
Russell Shepard	WR	NYG	@CAR	225	43.50	6.00	18.75	0.24	4500	2.5	0.5
Josh Reynolds	WR	LAR	@SEA	-340	50.00	0.00	25.00	0.13	4500	2.4	0.5
Darren Fells	TE	CLE	BAL	145	45.50	0.00	22.75	0.56	4300	2.3	0.5
Kyle Juszczyk	RB	SF	ARI	-195	40.00	-3.50	21.75	0.11	4700	2.3	0.5
Matt LaCosse	TE	DEN	@NYJ	-115	42.50	0.00	21.25	0.70	4000	2.2	0.6
Luke Stocker	TE	TEN	@BUF	-250	39.50	0.00	19.75	0.40	4000	2.2	0.6
De'Anthony Thomas	WR	KC	JAX	-150	49.00	-3.00	26.00	0.20	4500	2.2	0.5
Robert Foster	WR	BUF	TEN	200	39.50	0.00	19.75	0.02	4500	2.0	0.4
J.J. Nelson	WR	ARI	@SF	165	40.00	3.50	18.25	0.17	4600	2.0	0.4
Demarcus Robinson	WR	KC	JAX	-150	49.00	-3.00	26.00	0.18	4600	2.0	0.4
Seth Roberts	WR	OAK	@LAC	190	52.50	5.50	23.50	0.63	4800	2.0	0.4
Ito Smith	RB	ATL	@PIT	150	58.00	3.00	27.50	0.76	5000	1.9	0.4
Marvin Hall	WR	ATL	@PIT	150	58.00	3.00	27.50	0.61	4500	1.9	0.4
Curtis Samuel	WR	CAR	NYG	-275	43.50	-6.00	24.75	0.34	4500	1.9	0.4
Jordan Leggett	TE	NYJ	DEN	-105	42.50	0.00	21.25	0.32	4400	1.8	0.4
Eric Tomlinson	TE	NYJ	DEN	-105	42.50	0.00	21.25	0.29	4000	1.7	0.4
Chris Moore	WR	BAL	@CLE	-170	45.50	0.00	22.75	0.08	4500	1.7	0.4
Gerald Everett	TE	LAR	@SEA	-340	50.00	0.00	25.00	0.45	4500	1.7	0.4
Garrett Celek	TE	SF	ARI	-195	40.00	-3.50	21.75	0.43	4500	1.6	0.4
Logan Paulsen	TE	ATL	@PIT	150	58.00	3.00	27.50	1.28	4100	1.6	0.4
D.J. Chark	WR	JAX	@KC	130	49.00	3.00	23.00	0.40	4500	1.6	0.3
Jermaine Gresham	TE	ARI	@SF	165	40.00	3.50	18.25	0.54	4400	1.5	0.3
Alex Erickson	WR	CIN	MIA	-265	48.50	-6.00	27.25	0.26	4500	1.5	0.3
David Morgan	TE	MIN	@PHI	145	46.50	3.00	21.75	0.47	4200	1.5	0.3
James O'Shaughnessy	TE	JAX	@KC	130	49.00	3.00	23.00	1.00	4000	1.4	0.3
Lamar Jackson	QB	BAL	@CLE	-170	45.50	0.00	22.75	0.00	6100	1.4	0.2
Logan Thomas	TE	BUF	TEN	200	39.50	0.00	19.75	0.12	4400	1.1	0.3
C.J. Ham	RB	MIN	@PHI	145	46.50	3.00	21.75	0.06	4500	1.0	0.2
Derek Carrier	TE	OAK	@LAC	190	52.50	5.50	23.50	0.98	4100	1.0	0.3
TJ Jones	WR	DET	GB	0	0.00	0.00	0.00	0.09	4500	1.0	0.2
Lance Kendricks	TE	GB	@DET	0	0.00	0.00	0.00	0.48	4300	1.0	0.2
Kamar Aiken	WR	PHI	MIN	-170	46.50	-3.00	24.75	0.06	4500	1.0	0.2
Niles Paul	TE	JAX	@KC	130	49.00	3.00	23.00	0.84	4200	1.0	0.2
Shelton Gibson	WR	PHI	MIN	-170	46.50	-3.00	24.75	0.05	4500	0.9	0.2
Kalen Ballage	RB	MIA	@CIN	215	48.50	6.00	21.25	0.41	4500	0.9	0.2
DaeSean Hamilton	WR	DEN	@NYJ	-115	42.50	0.00	21.25	0.05	4500	0.9	0.2
Ray-Ray McCloud	WR	BUF	TEN	200	39.50	0.00	19.75	0.01	4500	0.8	0.2
Marcus Murphy	RB	BUF	TEN	200	39.50	0.00	19.75	0.01	4500	0.8	0.2
DeAndre Carter	WR	PHI	MIN	-170	46.50	-3.00	24.75	0.05	4500	0.8	0.2
Justin Hunter	WR	PIT	ATL	-180	58.00	-3.00	30.50	0.35	4500	0.8	0.2
John Kelly	RB	LAR	@SEA	-340	50.00	0.00	25.00	0.04	4500	0.7	0.2
Darrius Heyward-Bey	WR	PIT	ATL	-180	58.00	-3.00	30.50	0.34	4500	0.7	0.2
Alex Armah	RB	CAR	NYG	-275	43.50	-6.00	24.75	0.24	4500	0.6	0.1
Thomas Rawls	RB	CIN	MIA	-265	48.50	-6.00	27.25	0.26	4600	0.6	0.1
Josh Adams	RB	PHI	MIN	-170	46.50	-3.00	24.75	0.03	4500	0.4	0.1
Levine Toilolo	TE	DET	GB	0	0.00	0.00	0.00	0.29	4300	0.4	0.1
Stevan Ridley	RB	PIT	ATL	-180	58.00	-3.00	30.50	0.37	4500	0.4	0.1
Tim Patrick	WR	DEN	@NYJ	-115	42.50	0.00	21.25	0.03	4500	0.3	0.1
Rod Streater	WR	CLE	BAL	145	45.50	0.00	22.75	0.01	4500	0.2	0.1
Raheem Mostert	RB	SF	ARI	-195	40.00	-3.50	21.75	0.02	4500	0.2	0.1
C.J. Prosise	RB	SEA	LAR	270	50.00	0.00	25.00	0.04	4600	0.2	0.0
Justin Hardy	WR	ATL	@PIT	150	58.00	3.00	27.50	0.25	4600	0.2	0.0
Tyler Conklin	TE	MIN	@PHI	145	46.50	3.00	21.75	0.17	4100	0.1	0.0
Marcedes Lewis	TE	GB	@DET	0	0.00	0.00	0.00	0.30	4500	0.1	0.0
Stacy Coley	WR	NYG	@CAR	225	43.50	6.00	18.75	0.04	4500	0.1	0.0
Damien Williams	RB	KC	JAX	-150	49.00	-3.00	26.00	0.04	4500	0.1	0.0
Hakeem Valles	TE	DET	GB	0	0.00	0.00	0.00	0.21	4000	0.1	0.0
Mike Boone	RB	MIN	@PHI	145	46.50	3.00	21.75	0.03	4500	0.1	0.0
Nick Foles	QB	PHI	MIN	-170	46.50	-3.00	24.75	0.00	6000	0.0	0.0
Randall Cobb	WR	GB	@DET	0	0.00	0.00	0.00	0.00	6100	0.0	0.0
Matt Cassel	QB	DET	GB	0	0.00	0.00	0.00	0.00	6000	0.0	0.0
De'Lance Turner	RB	BAL	@CLE	-170	45.50	0.00	22.75	0.00	4500	0.0	0.0
Dalyn Dawkins	RB	TEN	@BUF	-250	39.50	0.00	19.75	0.00	4500	0.0	0.0
Dwayne Harris	WR	OAK	@LAC	190	52.50	5.50	23.50	0.00	4500	0.0	0.0
Derek Watt	RB	LAC	OAK	-235	52.50	-5.50	29.00	0.00	4500	0.0	0.0
Michael Roberts	TE	DET	GB	0	0.00	0.00	0.00	0.00	4200	0.0	0.0
Andre Roberts	WR	NYJ	DEN	-105	42.50	0.00	21.25	0.00	4500	0.0	0.0
Kyle Sloter	QB	MIN	@PHI	145	46.50	3.00	21.75	0.00	6000	0.0	0.0
Lee Smith	TE	OAK	@LAC	190	52.50	5.50	23.50	0.00	4000	0.0	0.0
Luke Falk	QB	MIA	@CIN	215	48.50	6.00	21.25	0.00	6000	0.0	0.0
Austin Davis	QB	TEN	@BUF	-250	39.50	0.00	19.75	0.00	6000	0.0	0.0
Taylor Heinicke	QB	CAR	NYG	-275	43.50	-6.00	24.75	0.00	6000	0.0	0.0
Joshua Dobbs	QB	PIT	ATL	-180	58.00	-3.00	30.50	0.00	6000	0.0	0.0
Trevor Siemian	QB	MIN	@PHI	145	46.50	3.00	21.75	0.00	6000	0.0	0.0
Chad Henne	QB	KC	JAX	-150	49.00	-3.00	26.00	0.00	6000	0.0	0.0
Nate Sudfeld	QB	PHI	MIN	-170	46.50	-3.00	24.75	0.00	6000	0.0	0.0
Mike Glennon	QB	ARI	@SF	165	40.00	3.50	18.25	0.00	6000	0.0	0.0
Kevin Hogan	QB	DEN	@NYJ	-115	42.50	0.00	21.25	0.00	6000	0.0	0.0
Alex Tanney	QB	NYG	@CAR	225	43.50	6.00	18.75	0.00	6000	0.0	0.0
Brandon Powell	WR	DET	GB	0	0.00	0.00	0.00	0.00	4500	0.0	0.0
Robert Griffin	QB	BAL	@CLE	-170	45.50	0.00	22.75	0.00	6000	0.0	0.0
Jordan Lasley	WR	BAL	@CLE	-170	45.50	0.00	22.75	0.00	4500	0.0	0.0
Kyle Lauletta	QB	NYG	@CAR	225	43.50	6.00	18.75	0.00	6000	0.0	0.0
Ameer Abdullah	RB	DET	GB	0	0.00	0.00	0.00	0.00	5000	0.0	0.0
Rashad Greene	WR	JAX	@KC	130	49.00	3.00	23.00	0.00	4500	0.0	0.0
Tim Boyle	QB	GB	@DET	0	0.00	0.00	0.00	0.00	6000	0.0	0.0
AJ McCarron	QB	OAK	@LAC	190	52.50	5.50	23.50	0.00	6000	0.0	0.0
Nick Mullens	QB	SF	ARI	-195	40.00	-3.50	21.75	0.00	6000	0.0	0.0
Auden Tate	WR	CIN	MIA	-265	48.50	-6.00	27.25	0.00	4500	0.0	0.0
Josh McCown	QB	NYJ	DEN	-105	42.50	0.00	21.25	0.00	6000	0.0	0.0
Sean Mannion	QB	LAR	@SEA	-340	50.00	0.00	25.00	0.00	6000	0.0	0.0
Jeff Driskel	QB	CIN	MIA	-265	48.50	-6.00	27.25	0.00	6000	0.0	0.0
Brett Hundley	QB	SEA	LAR	270	50.00	0.00	25.00	0.00	6000	0.0	0.0
Mason Rudolph	QB	PIT	ATL	-180	58.00	-3.00	30.50	0.00	6000	0.0	0.0
Chad Kelly	QB	DEN	@NYJ	-115	42.50	0.00	21.25	0.00	6000	0.0	0.0
Christopher Ezeala	RB	BAL	@CLE	-170	45.50	0.00	22.75	0.00	4500	0.0	0.0
Victor Bolden	WR	SF	ARI	-195	40.00	-3.50	21.75	0.00	4500	0.0	0.0
Garrett Dickerson	TE	NYG	@CAR	225	43.50	6.00	18.75	0.00	4500	0.0	0.0
Cody Kessler	QB	JAX	@KC	130	49.00	3.00	23.00	0.00	6000	0.0	0.0
DeAndre Washington	RB	OAK	@LAC	190	52.50	5.50	23.50	0.00	4500	0.0	0.0
Darrel Williams	RB	KC	JAX	-150	49.00	-3.00	26.00	0.00	4500	0.0	0.0
Drew Stanton	QB	CLE	BAL	145	45.50	0.00	22.75	0.00	6000	0.0	0.0
David Fales	QB	MIA	@CIN	215	48.50	6.00	21.25	0.00	6000	0.0	0.0
Roc Thomas	RB	MIN	@PHI	145	46.50	3.00	21.75	0.00	4500	0.0	0.0
Neal Sterling	TE	NYJ	DEN	-105	42.50	0.00	21.25	0.00	4000	0.0	0.0
Greg Olsen	TE	CAR	NYG	-275	43.50	-6.00	24.75	0.00	5000	0.0	0.0
T.J. Logan	RB	ARI	@SF	165	40.00	3.50	18.25	0.00	4500	0.0	0.0
Will Dissly	TE	SEA	LAR	270	50.00	0.00	25.00	0.00	4800	0.0	0.0
Leonard Fournette	RB	JAX	@KC	130	49.00	3.00	23.00	0.00	7700	0.0	0.0
Senorise Perry	RB	MIA	@CIN	215	48.50	6.00	21.25	0.00	4500	0.0	0.0
Trent Sherfield	WR	ARI	@SF	165	40.00	3.50	18.25	0.00	4500	0.0	0.0
Derrick Willies	WR	CLE	BAL	145	45.50	0.00	22.75	0.00	4500	0.0	0.0
J.J. Jones	WR	LAC	OAK	-235	52.50	-5.50	29.00	0.00	4500	0.0	0.0
Russell Gage	WR	ATL	@PIT	150	58.00	3.00	27.50	0.00	4500	0.0	0.0
Darell Daniels	TE	SEA	LAR	270	50.00	0.00	25.00	0.00	4000	0.0	0.0
Cameron Artis-Payne	RB	CAR	NYG	-275	43.50	-6.00	24.75	0.00	4500	0.0	0.0
Brandon LaFell	WR	OAK	@LAC	190	52.50	5.50	23.50	0.00	4600	0.0	0.0
Geremy Davis	WR	LAC	OAK	-235	52.50	-5.50	29.00	0.00	4500	0.0	0.0
Roosevelt Nix	RB	PIT	ATL	-180	58.00	-3.00	30.50	0.00	4500	0.0	0.0
Trenton Cannon	RB	NYJ	DEN	-105	42.50	0.00	21.25	0.00	4500	0.0	0.0
Johnny Mundt	TE	LAR	@SEA	-340	50.00	0.00	25.00	0.00	4000	0.0	0.0
Elijhaa Penny	RB	NYG	@CAR	225	43.50	6.00	18.75	0.00	4500	0.0	0.0
Alex Ellis	TE	KC	JAX	-150	49.00	-3.00	26.00	0.00	4000	0.0	0.0
KhaDarel Hodge	WR	LAR	@SEA	-340	50.00	0.00	25.00	0.00	4500	0.0	0.0
Joshua Perkins	TE	PHI	MIN	-170	46.50	-3.00	24.75	0.00	4000	0.0	0.0
Andy Janovich	RB	DEN	@NYJ	-115	42.50	0.00	21.25	0.00	4500	0.0	0.0
Travis Benjamin	WR	LAC	OAK	-235	52.50	-5.50	29.00	0.00	4800	0.0	0.0
DeShone Kizer	QB	GB	@DET	0	0.00	0.00	0.00	0.00	6000	0.0	0.0
Brian Parker	TE	DEN	@NYJ	-115	42.50	0.00	21.25	0.00	4000	0.0	0.0
A.J. Derby	TE	MIA	@CIN	215	48.50	6.00	21.25	0.00	4400	0.0	0.0
Nick Bellore	RB	DET	GB	0	0.00	0.00	0.00	0.00	4500	0.0	0.0
Tommy Bohanon	RB	JAX	@KC	130	49.00	3.00	23.00	0.00	4500	0.0	0.0
Brandon Bolden	RB	MIA	@CIN	215	48.50	6.00	21.25	0.00	4700	0.0	0.0
Jawill Davis	WR	NYG	@CAR	225	43.50	6.00	18.75	0.00	4500	0.0	0.0
Taiwan Jones	RB	BUF	TEN	200	39.50	0.00	19.75	0.00	4500	0.0	0.0
Damion Ratley	WR	CLE	BAL	145	45.50	0.00	22.75	0.00	4500	0.0	0.0
David Moore	WR	SEA	LAR	270	50.00	0.00	25.00	0.00	4600	0.0	0.0
Damiere Byrd	WR	CAR	NYG	-275	43.50	-6.00	24.75	0.00	4500	0.0	0.0
David Fluellen	RB	TEN	@BUF	-250	39.50	0.00	19.75	0.00	4500	0.0	0.0
JoJo Natson	WR	LAR	@SEA	-340	50.00	0.00	25.00	0.00	4500	0.0	0.0
Sean Culkin	TE	LAC	OAK	-235	52.50	-5.50	29.00	0.00	4000	0.0	0.0
Tre Madden	RB	SEA	LAR	270	50.00	0.00	25.00	0.00	4500	0.0	0.0
Darius Jennings	WR	TEN	@BUF	-250	39.50	0.00	19.75	0.00	4500	0.0	0.0
Brandon Wilds	RB	JAX	@KC	130	49.00	3.00	23.00	0.00	4500	0.0	0.0
Jaylen Samuels	RB	PIT	ATL	-180	58.00	-3.00	30.50	0.00	4500	0.0	0.0
Brock Osweiler	QB	MIA	@CIN	215	48.50	6.00	21.25	0.00	6000	0.0	0.0
Nathan Peterman	QB	BUF	TEN	200	39.50	0.00	19.75	0.00	6000	0.0	0.0
Jaydon Mickens	WR	JAX	@KC	130	49.00	3.00	23.00	0.00	4500	0.0	0.0
Geno Smith	QB	LAC	OAK	-235	52.50	-5.50	29.00	0.00	6000	0.0	0.0
Josh Malone	WR	CIN	MIA	-265	48.50	-6.00	27.25	0.00	4500	0.0	0.0
Patrick DiMarco	RB	BUF	TEN	200	39.50	0.00	19.75	0.00	4500	0.0	0.0
Patrick Ricard	RB	BAL	@CLE	-170	45.50	0.00	22.75	0.00	4500	0.0	0.0
Tim White	WR	BAL	@CLE	-170	45.50	0.00	22.75	0.00	4500	0.0	0.0
Richie James	WR	SF	ARI	-195	40.00	-3.50	21.75	0.00	4500	0.0	0.0
Mason Schreck	TE	CIN	MIA	-265	48.50	-6.00	27.25	0.00	4000	0.0	0.0
Orson Charles	TE	CLE	BAL	145	45.50	0.00	22.75	0.00	4000	0.0	0.0
Brandon Zylstra	WR	MIN	@PHI	145	46.50	3.00	21.75	0.00	4500	0.0	0.0
Ricky Ortiz	RB	ATL	@PIT	150	58.00	3.00	27.50	0.00	4500	0.0	0.0
Seth DeValve	TE	CLE	BAL	145	45.50	0.00	22.75	0.00	4400	0.0	0.0
Chris Manhertz	TE	CAR	NYG	-275	43.50	-6.00	24.75	0.00	4100	0.0	0.0
Marcus Kemp	WR	KC	JAX	-150	49.00	-3.00	26.00	0.00	4500	0.0	0.0
Evan Engram	TE	NYG	@CAR	225	43.50	6.00	18.75	0.00	5500	0.0	0.0
Matt Schaub	QB	ATL	@PIT	150	58.00	3.00	27.50	0.00	6000	0.0	0.0
Brian Hill	RB	ATL	@PIT	150	58.00	3.00	27.50	0.00	4500	0.0	0.0
Derrick Coleman	RB	ARI	@SF	165	40.00	3.50	18.25	0.00	4500	0.0	0.0
Cole Wick	TE	SF	ARI	-195	40.00	-3.50	21.75	0.00	4000	0.0	0.0
Anthony Sherman	RB	KC	JAX	-150	49.00	-3.00	26.00	0.00	4500	0.0	0.0
Nick Williams	WR	TEN	@BUF	-250	39.50	0.00	19.75	0.00	4500	0.0	0.0
Sam Bradford	QB	ARI	@SF	165	40.00	3.50	18.25	0.00	6000	0.0	0.0
Scott Simonson	TE	NYG	@CAR	225	43.50	6.00	18.75	0.00	4000	0.0	0.0
John Ross	WR	CIN	MIA	-265	48.50	-6.00	27.25	0.00	5200	0.0	0.0
Keith Smith	RB	OAK	@LAC	190	52.50	5.50	23.50	0.00	4500	0.0	0.0
Robert Tonyan	TE	GB	@DET	0	0.00	0.00	0.00	0.00	4500	0.0	0.0
Blaine Gabbert	QB	TEN	@BUF	-250	39.50	0.00	19.75	0.00	6000	0.0	0.0
Giovani Bernard	RB	CIN	MIA	-265	48.50	-6.00	27.25	0.00	6900	0.0	0.0
Durham Smythe	TE	MIA	@CIN	215	48.50	6.00	21.25	0.00	4000	0.0	0.0
Charone Peake	WR	NYJ	DEN	-105	42.50	0.00	21.25	0.00	4500	0.0	0.0
MyCole Pruitt	TE	TEN	@BUF	-250	39.50	0.00	19.75	0.00	4000	0.0	0.0
Tyrod Taylor	QB	CLE	BAL	145	45.50	0.00	22.75	0.00	6000	0.0	0.0
Gabe Holmes	TE	ARI	@SF	165	40.00	3.50	18.25	0.00	4000	0.0	0.0
Eric Saubert	TE	ATL	@PIT	150	58.00	3.00	27.50	0.00	4000	0.0	0.0
Keenan Reynolds	WR	SEA	LAR	270	50.00	0.00	25.00	0.00	4500	0.0	0.0
Justin Davis	RB	LAR	@SEA	-340	50.00	0.00	25.00	0.00	4500	0.0	0.0
