PLAYER	POS	TEAM	OPP	ML	O/U	SPRD	TM/P	OWN%	SAL	FPTS	VAL
Michael Gallup	WR	DAL	DET	-145	44.00	-2.50	23.25	1.48	3400	4.8	1.4
Rhett Ellison	TE	NYG	NO	145	53.00	0.00	26.50	2.65	2700	7.3	2.7
Derrick Henry	RB	TEN	PHI	135	41.00	0.00	20.50	0.20	4100	9.5	2.3
Alfred Morris	RB	SF	@LAC	360	46.00	10.00	18.00	3.57	3800	6.6	1.7
Ricky Seals-Jones	TE	ARI	SEA	160	40.00	0.00	20.00	1.24	2900	5.1	1.8
Pittsburgh Steelers	D	PIT	BAL	135	51.00	3.00	24.00	0.00	2200	6.7	3.0
New England Patriots	D	NE	MIA	230	49.50	6.50	21.50	0.00	2800	7.5	2.7
Corey Clement	RB	PHI	@TEN	-160	41.00	0.00	20.50	0.24	4700	7.7	1.6
Ryan Griffin	TE	HOU	@IND	0	0.00	0.00	0.00	2.51	2600	4.1	1.6
Allen Hurns	WR	DAL	DET	-145	44.00	-2.50	23.25	1.21	3600	6.3	1.7
Dallas Goedert	TE	PHI	@TEN	-160	41.00	0.00	20.50	1.19	2800	5.5	2.0
Peyton Barber	RB	TB	@CHI	125	46.00	3.00	21.50	1.05	3800	9.2	2.4
Dallas Cowboys	D	DAL	DET	125	44.00	2.50	20.75	0.00	2400	6.2	2.6
New Orleans Saints	D	NO	@NYG	145	53.00	0.00	26.50	0.00	2500	7.0	2.8
Charles Clay	TE	BUF	@GB	320	44.00	9.50	17.25	2.88	3000	6.7	2.2
Indianapolis Colts	D	IND	HOU	0	0.00	0.00	0.00	0.00	2200	6.5	3.0
Cameron Meredith	WR	NO	@NYG	-170	53.00	0.00	26.50	1.34	3700	5.3	1.4
Houston Texans	D	HOU	@IND	0	0.00	0.00	0.00	0.00	2700	5.4	2.0
Cleveland Browns	D	CLE	@OAK	-135	44.00	-2.50	23.25	0.00	2900	6.2	2.1
Tennessee Titans	D	TEN	PHI	-160	41.00	0.00	20.50	0.00	2300	6.1	2.6
Kansas City Chiefs	D	KC	@DEN	165	54.50	0.00	27.25	0.00	2300	6.1	2.7
Tampa Bay Buccaneers	D	TB	@CHI	-145	46.00	-3.00	24.50	0.00	2400	6.2	2.6
Oakland Raiders	D	OAK	CLE	115	44.00	2.50	20.75	0.00	2500	8.7	3.5
Trent Taylor	WR	SF	@LAC	360	46.00	10.00	18.00	2.37	3600	5.4	1.5
Baltimore Ravens	D	BAL	@PIT	-160	51.00	-3.00	27.00	0.00	2400	6.7	2.8
Arizona Cardinals	D	ARI	SEA	-190	40.00	0.00	20.00	0.00	2600	5.6	2.2
Atlanta Falcons	D	ATL	CIN	165	52.50	3.50	24.50	0.00	2300	5.1	2.2
Russell Shepard	WR	NYG	NO	145	53.00	0.00	26.50	1.31	3000	3.6	1.2
Phillip Dorsett	WR	NE	MIA	-280	49.50	-6.50	28.00	1.83	4500	7.1	1.6
Jakeem Grant	WR	MIA	@NE	230	49.50	6.50	21.50	2.42	3900	6.4	1.7
Detroit Lions	D	DET	@DAL	-145	44.00	-2.50	23.25	0.00	2500	5.1	2.1
Theo Riddick	RB	DET	@DAL	125	44.00	2.50	20.75	0.58	4300	8.4	2.0
Chester Rogers	WR	IND	HOU	0	0.00	0.00	0.00	0.90	3300	6.7	2.0
Kamar Aiken	WR	PHI	@TEN	-160	41.00	0.00	20.50	0.31	3000	0.4	0.1
Ty Montgomery	RB	GB	BUF	-420	44.00	-9.50	26.75	2.03	3800	9.2	2.4
Jonnu Smith	TE	TEN	PHI	135	41.00	0.00	20.50	0.79	2600	2.8	1.1
Mike Gesicki	TE	MIA	@NE	230	49.50	6.50	21.50	3.19	2600	3.8	1.5
Cameron Brate	TE	TB	@CHI	125	46.00	3.00	21.50	1.77	2600	5.7	2.2
Chris Ivory	RB	BUF	@GB	320	44.00	9.50	17.25	1.69	4600	3.3	0.7
Terrelle Pryor	WR	NYJ	@JAX	280	39.50	7.50	16.00	0.54	3200	7.3	2.3
D.J. Chark	WR	JAX	NYJ	-350	39.50	-7.50	23.50	0.81	3000	3.3	1.1
Denver Broncos	D	DEN	KC	-195	54.50	0.00	27.25	0.00	2200	5.6	2.6
Andre Holmes	WR	BUF	@GB	320	44.00	9.50	17.25	1.39	3300	6.1	1.9
New York Jets	D	NYJ	@JAX	-350	39.50	-7.50	23.50	0.00	2400	4.4	1.8
Doug Martin	RB	OAK	CLE	-135	44.00	-2.50	23.25	0.53	3700	5.8	1.6
Mark Andrews	TE	BAL	@PIT	135	51.00	3.00	24.00	2.00	2600	7.5	2.9
Cincinnati Bengals	D	CIN	@ATL	-195	52.50	-3.50	28.00	0.00	2200	4.6	2.1
Tajae Sharpe	WR	TEN	PHI	135	41.00	0.00	20.50	0.11	3100	6.3	2.0
Adam Humphries	WR	TB	@CHI	125	46.00	3.00	21.50	0.59	3200	6.0	1.9
Chad Williams	WR	ARI	SEA	160	40.00	0.00	20.00	0.15	3000	7.0	2.3
Deonte Thompson	WR	DAL	DET	-145	44.00	-2.50	23.25	0.57	3500	6.9	2.0
Cordarrelle Patterson	WR	NE	MIA	-280	49.50	-6.50	28.00	1.44	3200	4.1	1.3
New York Giants	D	NYG	NO	-170	53.00	0.00	26.50	0.00	2100	4.1	1.9
Buffalo Bills	D	BUF	@GB	-420	44.00	-9.50	26.75	0.00	2000	3.7	1.9
Miami Dolphins	D	MIA	@NE	-280	49.50	-6.50	28.00	0.00	2000	4.5	2.3
LeGarrette Blount	RB	DET	@DAL	125	44.00	2.50	20.75	0.33	3900	4.9	1.3
Travis Benjamin	WR	LAC	SF	-480	46.00	-10.00	28.00	1.37	3500	6.2	1.8
Dante Pettis	WR	SF	@LAC	360	46.00	10.00	18.00	1.30	3800	2.7	0.7
Chris Conley	WR	KC	@DEN	-195	54.50	0.00	27.25	0.51	3200	4.3	1.3
Marquez Valdes-Scantling	WR	GB	BUF	-420	44.00	-9.50	26.75	1.18	3000	0.0	0.0
Marlon Mack	RB	IND	HOU	0	0.00	0.00	0.00	0.48	3800	5.9	1.6
Frank Gore	RB	MIA	@NE	230	49.50	6.50	21.50	2.04	3600	5.9	1.7
Jordan Thomas	TE	HOU	@IND	0	0.00	0.00	0.00	1.26	2500	0.0	0.0
Keke Coutee	WR	HOU	@IND	0	0.00	0.00	0.00	0.54	3000	0.0	0.0
Jermaine Kearse	WR	NYJ	@JAX	280	39.50	7.50	16.00	0.31	3300	3.4	1.0
Austin Carr	WR	NO	@NYG	-170	53.00	0.00	26.50	0.66	3000	0.6	0.2
Nick Boyle	TE	BAL	@PIT	135	51.00	3.00	24.00	1.63	2500	6.6	2.6
Marcus Murphy	RB	BUF	@GB	320	44.00	9.50	17.25	1.21	3400	5.1	1.5
Antonio Gates	TE	LAC	SF	-480	46.00	-10.00	28.00	1.95	2700	5.4	2.0
Maxx Williams	TE	BAL	@PIT	135	51.00	3.00	24.00	1.57	2500	4.1	1.7
Seth Roberts	WR	OAK	CLE	-135	44.00	-2.50	23.25	0.33	3200	6.6	2.1
Kevin White	WR	CHI	TB	-145	46.00	-3.00	24.50	0.69	3000	2.2	0.7
Duke Johnson	RB	CLE	@OAK	115	44.00	2.50	20.75	0.46	3900	9.4	2.4
San Francisco 49ers	D	SF	@LAC	-480	46.00	-10.00	28.00	0.00	2100	4.9	2.3
C.J. Uzomah	TE	CIN	@ATL	165	52.50	3.50	24.50	1.65	2500	3.7	1.5
Chris Herndon	TE	NYJ	@JAX	280	39.50	7.50	16.00	0.78	2500	0.0	0.0
Brice Butler	WR	DAL	DET	-145	44.00	-2.50	23.25	0.38	3000	0.0	0.0
Devontae Booker	RB	DEN	KC	165	54.50	0.00	27.25	0.98	3900	3.5	0.9
Jason Croom	TE	BUF	@GB	320	44.00	9.50	17.25	1.49	2500	0.0	0.0
Matt LaCosse	TE	DEN	KC	165	54.50	0.00	27.25	1.42	2500	3.4	1.3
Ryan Switzer	WR	PIT	BAL	-160	51.00	-3.00	27.00	0.55	3000	3.4	1.1
Eric Tomlinson	TE	NYJ	@JAX	280	39.50	7.50	16.00	0.61	2500	2.8	1.1
Luke Stocker	TE	TEN	PHI	135	41.00	0.00	20.50	0.19	2500	4.2	1.7
Kyle Juszczyk	RB	SF	@LAC	360	46.00	10.00	18.00	1.06	3100	4.6	1.5
De'Anthony Thomas	WR	KC	@DEN	-195	54.50	0.00	27.25	0.24	3200	1.4	0.4
Alfred Blue	RB	HOU	@IND	0	0.00	0.00	0.00	0.34	3600	5.1	1.4
Virgil Green	TE	LAC	SF	-480	46.00	-10.00	28.00	1.43	2500	3.5	1.4
Geoff Swaim	TE	DAL	DET	-145	44.00	-2.50	23.25	0.70	2600	6.2	2.4
Robert Foster	WR	BUF	@GB	320	44.00	9.50	17.25	0.58	3000	0.0	0.0
Rashaad Penny	RB	SEA	@ARI	-190	40.00	0.00	20.00	0.02	3900	7.0	1.8
Demetrius Harris	TE	KC	@DEN	-195	54.50	0.00	27.25	0.66	2500	2.8	1.1
Jeff Heuerman	TE	DEN	KC	165	54.50	0.00	27.25	1.11	2500	6.1	2.4
Demarcus Robinson	WR	KC	@DEN	-195	54.50	0.00	27.25	0.21	3000	0.5	0.2
Jacquizz Rodgers	RB	TB	@CHI	125	46.00	3.00	21.50	0.20	3400	6.3	1.9
Wayne Gallman	RB	NYG	NO	145	53.00	0.00	26.50	0.28	3900	5.1	1.3
J.J. Nelson	WR	ARI	SEA	160	40.00	0.00	20.00	0.03	3000	2.5	0.9
Marvin Hall	WR	ATL	CIN	-195	52.50	-3.50	28.00	0.72	3000	1.1	0.3
Jordan Akins	TE	HOU	@IND	0	0.00	0.00	0.00	0.66	2500	1.4	0.6
Tim Patrick	WR	DEN	KC	165	54.50	0.00	27.25	0.47	3000	0.6	0.2
Luke Willson	TE	DET	@DAL	125	44.00	2.50	20.75	0.45	2700	3.7	1.4
TJ Jones	WR	DET	@DAL	125	44.00	2.50	20.75	0.12	3000	2.2	0.7
Chris Moore	WR	BAL	@PIT	135	51.00	3.00	24.00	0.39	3000	1.9	0.6
Chase Edmonds	RB	ARI	SEA	160	40.00	0.00	20.00	0.02	4300	0.0	0.0
Tre'Quan Smith	WR	NO	@NYG	-170	53.00	0.00	26.50	0.26	3400	2.4	0.7
Spencer Ware	RB	KC	@DEN	-195	54.50	0.00	27.25	0.15	3800	3.6	1.0
Corey Grant	RB	JAX	NYJ	-350	39.50	-7.50	23.50	0.21	3800	1.9	0.5
Josh Hill	TE	NO	@NYG	-170	53.00	0.00	26.50	0.69	2500	2.0	0.8
Jermaine Gresham	TE	ARI	SEA	160	40.00	0.00	20.00	0.15	2500	2.9	1.2
Nick Vannett	TE	SEA	@ARI	-190	40.00	0.00	20.00	0.12	2500	3.3	1.3
Wendell Smallwood	RB	PHI	@TEN	-160	41.00	0.00	20.50	0.02	3600	4.7	1.3
Garrett Celek	TE	SF	@LAC	360	46.00	10.00	18.00	1.09	2500	1.9	0.8
DaeSean Hamilton	WR	DEN	KC	165	54.50	0.00	27.25	0.38	3000	0.0	0.0
James O'Shaughnessy	TE	JAX	NYJ	-350	39.50	-7.50	23.50	0.50	2500	3.1	1.2
Jacob Hollister	TE	NE	MIA	-280	49.50	-6.50	28.00	0.95	2500	1.4	0.6
Tyler Kroft	TE	CIN	@ATL	165	52.50	3.50	24.50	0.91	2500	1.2	0.5
Terrance Williams	WR	DAL	DET	-145	44.00	-2.50	23.25	0.14	3000	2.7	0.9
Stacy Coley	WR	NYG	NO	145	53.00	0.00	26.50	0.16	3000	0.0	0.0
Nick Chubb	RB	CLE	@OAK	115	44.00	2.50	20.75	0.19	3500	1.7	0.5
Justin Hunter	WR	PIT	BAL	-160	51.00	-3.00	27.00	0.28	3000	0.0	0.0
Justin Watson	WR	TB	@CHI	125	46.00	3.00	21.50	0.11	3000	0.0	0.0
Logan Paulsen	TE	ATL	CIN	-195	52.50	-3.50	28.00	0.97	2500	1.6	0.6
Rod Streater	WR	CLE	@OAK	115	44.00	2.50	20.75	0.12	3000	0.0	0.0
Lance Kendricks	TE	GB	BUF	-420	44.00	-9.50	26.75	0.77	2500	1.6	0.6
Zach Pascal	WR	IND	HOU	0	0.00	0.00	0.00	0.09	3000	2.4	0.8
Darren Fells	TE	CLE	@OAK	115	44.00	2.50	20.75	0.42	2500	2.1	0.8
Richie James	WR	SF	@LAC	360	46.00	10.00	18.00	0.43	3000	0.0	0.0
Mike Gillislee	RB	NO	@NYG	-170	53.00	0.00	26.50	0.25	3000	4.8	1.6
Derek Carrier	TE	OAK	CLE	-135	44.00	-2.50	23.25	0.33	2500	2.2	0.9
Auden Tate	WR	CIN	@ATL	165	52.50	3.50	24.50	0.32	3000	0.0	0.0
Sammie Coates	WR	HOU	@IND	0	0.00	0.00	0.00	0.11	3000	0.0	0.0
Ray-Ray McCloud	WR	BUF	@GB	320	44.00	9.50	17.25	0.28	3000	0.0	0.0
Shelton Gibson	WR	PHI	@TEN	-160	41.00	0.00	20.50	0.01	3000	0.6	0.2
Dion Sims	TE	CHI	TB	-145	46.00	-3.00	24.50	0.54	2500	3.3	1.3
Rod Smith	RB	DAL	DET	-145	44.00	-2.50	23.25	0.13	4000	0.5	0.1
Lamar Jackson	QB	BAL	@PIT	135	51.00	3.00	24.00	0.01	4500	0.0	0.0
Darrius Heyward-Bey	WR	PIT	BAL	-160	51.00	-3.00	27.00	0.18	3000	0.7	0.2
Niles Paul	TE	JAX	NYJ	-350	39.50	-7.50	23.50	0.31	2500	0.6	0.3
Justin Hardy	WR	ATL	CIN	-195	52.50	-3.50	28.00	0.32	3000	0.7	0.2
Josh Bellamy	WR	CHI	TB	-145	46.00	-3.00	24.50	0.14	3000	6.0	2.0
Alex Erickson	WR	CIN	@ATL	165	52.50	3.50	24.50	0.18	3000	0.2	0.1
Stevan Ridley	RB	PIT	BAL	-160	51.00	-3.00	27.00	0.20	3900	3.0	0.8
J'Mon Moore	WR	GB	BUF	-420	44.00	-9.50	26.75	0.20	3000	0.0	0.0
Brandon LaFell	WR	OAK	CLE	-135	44.00	-2.50	23.25	0.04	3000	2.7	0.9
Benny Cunningham	RB	CHI	TB	-145	46.00	-3.00	24.50	0.21	3400	0.5	0.1
Jordan Lasley	WR	BAL	@PIT	135	51.00	3.00	24.00	0.14	3000	0.0	0.0
Rico Gathers	TE	DAL	DET	-145	44.00	-2.50	23.25	0.22	2500	2.6	1.0
Logan Thomas	TE	BUF	@GB	320	44.00	9.50	17.25	0.49	2500	3.0	1.2
Javon Wims	WR	CHI	TB	-145	46.00	-3.00	24.50	0.11	3000	0.0	0.0
Damion Ratley	WR	CLE	@OAK	115	44.00	2.50	20.75	0.05	3000	0.0	0.0
Marcedes Lewis	TE	GB	BUF	-420	44.00	-9.50	26.75	0.47	2500	0.6	0.2
Equanimeous St. Brown	WR	GB	BUF	-420	44.00	-9.50	26.75	0.17	3000	0.0	0.0
Blake Jarwin	TE	DAL	DET	-145	44.00	-2.50	23.25	0.21	2500	0.0	0.0
Levine Toilolo	TE	DET	@DAL	125	44.00	2.50	20.75	0.13	2500	0.0	0.0
Mike Davis	RB	SEA	@ARI	-190	40.00	0.00	20.00	0.00	3000	2.1	0.7
Ryan Hewitt	TE	IND	HOU	0	0.00	0.00	0.00	0.18	2500	0.6	0.2
Damien Williams	RB	KC	@DEN	-195	54.50	0.00	27.25	0.04	3000	0.8	0.3
Russell Gage	WR	ATL	CIN	-195	52.50	-3.50	28.00	0.24	3000	0.0	0.0
Hakeem Valles	TE	DET	@DAL	125	44.00	2.50	20.75	0.13	2500	2.3	0.9
Raheem Mostert	RB	SF	@LAC	360	46.00	10.00	18.00	0.32	3000	0.0	0.0
Mark Walton	RB	CIN	@ATL	165	52.50	3.50	24.50	0.23	3300	0.0	0.0
Josh Adams	RB	PHI	@TEN	-160	41.00	0.00	20.50	0.00	3000	5.3	1.8
Jimmy Garoppolo	QB	SF	@LAC	360	46.00	10.00	18.00	0.00	5600	0.0	0.0
Matt Cassel	QB	DET	@DAL	125	44.00	2.50	20.75	0.00	4400	0.1	0.0
De'Lance Turner	RB	BAL	@PIT	135	51.00	3.00	24.00	0.00	3000	0.0	0.0
Dalyn Dawkins	RB	TEN	PHI	135	41.00	0.00	20.50	0.00	3000	0.0	0.0
Dwayne Harris	WR	OAK	CLE	-135	44.00	-2.50	23.25	0.00	3000	0.2	0.1
Derek Watt	RB	LAC	SF	-480	46.00	-10.00	28.00	0.00	3000	0.3	0.1
Michael Roberts	TE	DET	@DAL	125	44.00	2.50	20.75	0.00	2500	1.2	0.5
Andre Roberts	WR	NYJ	@JAX	280	39.50	7.50	16.00	0.00	3000	0.3	0.1
Nick Williams	WR	TEN	PHI	135	41.00	0.00	20.50	0.00	3000	0.0	0.0
Artavis Scott	WR	LAC	SF	-480	46.00	-10.00	28.00	0.00	3000	0.0	0.0
Lee Smith	TE	OAK	CLE	-135	44.00	-2.50	23.25	0.00	2500	0.6	0.3
Quincy Adeboyejo	WR	BAL	@PIT	135	51.00	3.00	24.00	0.00	3000	0.0	0.0
Brian Hoyer	QB	NE	MIA	-280	49.50	-6.50	28.00	0.00	4500	0.1	0.0
Chad Henne	QB	KC	@DEN	-195	54.50	0.00	27.25	0.00	4400	0.1	0.0
Mike Glennon	QB	ARI	SEA	160	40.00	0.00	20.00	0.00	4100	0.0	0.0
Kevin Hogan	QB	DEN	KC	165	54.50	0.00	27.25	0.00	4000	0.0	0.0
Julian Edelman	WR	NE	MIA	-280	49.50	-6.50	28.00	0.00	6000	0.0	0.0
Brock Osweiler	QB	MIA	@NE	230	49.50	6.50	21.50	0.00	4300	0.1	0.0
Cody Kessler	QB	JAX	NYJ	-350	39.50	-7.50	23.50	0.00	4200	0.1	0.0
Ed Dickson	TE	SEA	@ARI	-190	40.00	0.00	20.00	0.00	2800	0.0	0.0
Hunter Henry	TE	LAC	SF	-480	46.00	-10.00	28.00	0.00	2500	0.0	0.0
Ryan Griffin	QB	TB	@CHI	125	46.00	3.00	21.50	0.00	4500	0.0	0.0
David Fales	QB	MIA	@NE	230	49.50	6.50	21.50	0.00	4000	0.0	0.0
Hayden Hurst	TE	BAL	@PIT	135	51.00	3.00	24.00	0.00	2800	0.0	0.0
Brandon Powell	WR	DET	@DAL	125	44.00	2.50	20.75	0.00	3000	0.0	0.0
Joshua Dobbs	QB	PIT	BAL	-160	51.00	-3.00	27.00	0.00	4300	0.1	0.0
Nate Sudfeld	QB	PHI	@TEN	-160	41.00	0.00	20.50	0.00	4000	0.0	0.0
Thomas Rawls	RB	CIN	@ATL	165	52.50	3.50	24.50	0.00	3000	0.0	0.0
Luke Falk	QB	MIA	@NE	230	49.50	6.50	21.50	0.00	4000	0.0	0.0
D'Onta Foreman	RB	HOU	@IND	0	0.00	0.00	0.00	0.00	4000	0.0	0.0
Justin Jackson	RB	LAC	SF	-480	46.00	-10.00	28.00	0.00	3000	0.0	0.0
Alex Tanney	QB	NYG	NO	145	53.00	0.00	26.50	0.00	4000	0.1	0.0
T.J. Logan	RB	ARI	SEA	160	40.00	0.00	20.00	0.00	3500	0.1	0.0
Derrick Willies	WR	CLE	@OAK	115	44.00	2.50	20.75	0.00	3000	0.0	0.0
Jordan Leggett	TE	NYJ	@JAX	280	39.50	7.50	16.00	0.00	2500	1.7	0.7
Patrick Scales	TE	CHI	TB	-145	46.00	-3.00	24.50	0.00	2500	0.0	0.0
Joe Mixon	RB	CIN	@ATL	165	52.50	3.50	24.50	0.00	6400	0.0	0.0
Senorise Perry	RB	MIA	@NE	230	49.50	6.50	21.50	0.00	3000	0.0	0.0
Trent Sherfield	WR	ARI	SEA	160	40.00	0.00	20.00	0.00	3000	0.0	0.0
Dalton Schultz	TE	DAL	DET	-145	44.00	-2.50	23.25	0.00	2500	0.0	0.0
Kendrick Bourne	WR	SF	@LAC	360	46.00	10.00	18.00	0.00	3000	0.8	0.3
Nick Foles	QB	PHI	@TEN	-160	41.00	0.00	20.50	0.00	4800	0.1	0.0
Ben Braunecker	TE	CHI	TB	-145	46.00	-3.00	24.50	0.00	2500	0.0	0.0
Geremy Davis	WR	LAC	SF	-480	46.00	-10.00	28.00	0.00	3000	0.0	0.0
Anthony Miller	WR	CHI	TB	-145	46.00	-3.00	24.50	0.00	3500	0.2	0.1
J.J. Jones	WR	LAC	SF	-480	46.00	-10.00	28.00	0.00	3000	0.0	0.0
Ameer Abdullah	RB	DET	@DAL	125	44.00	2.50	20.75	0.00	3300	0.0	0.0
Chase Daniel	QB	CHI	TB	-145	46.00	-3.00	24.50	0.00	4500	0.1	0.0
Tim Boyle	QB	GB	BUF	-420	44.00	-9.50	26.75	0.00	4000	0.0	0.0
Dan Arnold	TE	NO	@NYG	-170	53.00	0.00	26.50	0.00	2500	0.0	0.0
Rashad Greene	WR	JAX	NYJ	-350	39.50	-7.50	23.50	0.00	3000	0.0	0.0
