PLAYER	POS	TEAM	OPP	ML	O/U	SPRD	TM/P	OWN%	SAL	FPTS	VAL
Matt Cassel	QB	DET	@DAL	125	44.00	2.50	20.75	0.00	4400	0.0	0.0
De'Lance Turner	RB	BAL	@PIT	135	51.00	3.00	24.00	0.00	3000	0.0	0.0
Dalyn Dawkins	RB	TEN	PHI	135	41.00	0.00	20.50	0.00	3000	0.0	0.0
Dwayne Harris	WR	OAK	CLE	-135	44.00	-2.50	23.25	0.00	3000	0.0	0.0
Derek Watt	RB	LAC	SF	-480	46.00	-10.00	28.00	0.00	3000	0.0	0.0
Michael Roberts	TE	DET	@DAL	125	44.00	2.50	20.75	0.00	2500	0.0	0.0
Andre Roberts	WR	NYJ	@JAX	280	39.50	7.50	16.00	0.00	3000	0.0	0.0
Nick Williams	WR	TEN	PHI	135	41.00	0.00	20.50	0.00	3000	0.0	0.0
Artavis Scott	WR	LAC	SF	-480	46.00	-10.00	28.00	0.00	3000	0.0	0.0
Lee Smith	TE	OAK	CLE	-135	44.00	-2.50	23.25	0.00	2500	0.0	0.0
Quincy Adeboyejo	WR	BAL	@PIT	135	51.00	3.00	24.00	0.00	3000	0.0	0.0
