PLAYER	POS	TEAM	OPP	ML	O/U	SPRD	TM/P	OWN%	SAL	FPTS	VAL
Willie Snead	WR	BAL	@PIT	135	51.00	3.00	24.00	2.83	3900	19.7	5.1
Albert Wilson	WR	MIA	@NE	230	49.50	6.50	21.50	4.34	3700	19.0	5.1
Green Bay Packers	D	GB	BUF	320	44.00	9.50	17.25	0.00	3500	5.3	1.5
James Washington	WR	PIT	BAL	-160	51.00	-3.00	27.00	2.83	3600	15.2	4.2
Jaron Brown	WR	SEA	@ARI	-190	40.00	0.00	20.00	0.52	3700	14.0	3.8
Philadelphia Eagles	D	PHI	@TEN	135	41.00	0.00	20.50	0.00	3300	8.7	2.6
Donte Moncrief	WR	JAX	NYJ	-350	39.50	-7.50	23.50	1.88	3600	18.9	5.3
Seattle Seahawks	D	SEA	@ARI	160	40.00	0.00	20.00	0.00	3200	9.4	3.0
Rashard Higgins	WR	CLE	@OAK	115	44.00	2.50	20.75	2.06	3400	17.4	5.1
Bilal Powell	RB	NYJ	@JAX	280	39.50	7.50	16.00	1.26	3800	15.8	4.2
Jamaal Williams	RB	GB	BUF	-420	44.00	-9.50	26.75	3.31	4300	15.8	3.7
