PLAYER	POS	TEAM	OPP	ML	O/U	SPRD	TM/P	OWN%	SAL	FPTS	VAL
											
Michael Thomas	UT	NO	@NYG	-180	52.00	0.00	26.00	11.11	11000	37.6	3.4
Drew Brees	UT	NO	@NYG	-180	52.00	0.00	26.00	11.35	12000	11.1	0.9
Alvin Kamara	UT	NO	@NYG	-180	52.00	0.00	26.00	12.61	11600	23.0	2.0
Odell Beckham	UT	NYG	NO	150	52.00	0.00	26.00	8.02	10600	30.9	2.9
Tom Brady	UT	NE	MIA	-305	50.50	-6.50	28.50	21.25	13000	10.8	0.8
Patrick Mahomes	UT	KC	@DEN	-190	53.50	0.00	26.75	7.05	12800	12.8	1.0
Ben Roethlisberger	UT	PIT	BAL	-170	51.50	-3.00	27.25	12.19	11400	11.8	1.0
Todd Gurley	UT	LAR	MIN	-340	49.00	-7.00	28.00	12.60	11600	22.3	1.9
Andrew Luck	UT	IND	HOU	100	48.50	0.00	24.25	6.73	11400	11.8	1.0
Saquon Barkley	UT	NYG	NO	150	52.00	0.00	26.00	7.16	10200	21.7	2.1
Antonio Brown	UT	PIT	BAL	-170	51.50	-3.00	27.25	12.25	11800	29.3	2.5
James Conner	UT	PIT	BAL	-170	51.50	-3.00	27.25	11.28	10000	23.6	2.4
Kirk Cousins	UT	MIN	@LAR	270	49.00	7.00	21.00	14.83	9000	12.6	1.4
Eli Manning	UT	NYG	NO	150	52.00	0.00	26.00	6.37	9800	11.0	1.1
Case Keenum	UT	DEN	KC	160	53.50	0.00	26.75	10.04	9800	11.0	1.1
Jared Goff	UT	LAR	MIN	-340	49.00	-7.00	28.00	10.49	10800	10.8	1.0
Joe Flacco	UT	BAL	@PIT	145	51.50	3.00	24.25	11.79	10200	12.2	1.2
Adam Thielen	UT	MIN	@LAR	270	49.00	7.00	21.00	14.60	9800	27.5	2.8
JuJu Smith-Schuster	UT	PIT	BAL	-170	51.50	-3.00	27.25	9.68	9600	28.5	3.0
T.Y. Hilton	UT	IND	HOU	100	48.50	0.00	24.25	4.57	8800	26.6	3.0
Kareem Hunt	UT	KC	@DEN	-190	53.50	0.00	26.75	3.34	8400	19.9	2.4
Tyreek Hill	UT	KC	@DEN	-190	53.50	0.00	26.75	3.84	11200	10.5	0.9
Travis Kelce	UT	KC	@DEN	-190	53.50	0.00	26.75	3.47	9600	27.8	2.9
Rob Gronkowski	UT	NE	MIA	-305	50.50	-6.50	28.50	14.99	9800	25.3	2.6
Stefon Diggs	UT	MIN	@LAR	270	49.00	7.00	21.00	11.90	8000	10.3	1.3
Sony Michel	UT	NE	MIA	-305	50.50	-6.50	28.50	13.58	7200	20.4	2.8
James White	UT	NE	MIA	-305	50.50	-6.50	28.50	14.52	9400	13.3	1.4
Emmanuel Sanders	UT	DEN	KC	160	53.50	0.00	26.75	7.96	9200	10.0	1.1
Robert Woods	UT	LAR	MIN	-340	49.00	-7.00	28.00	7.34	7000	10.0	1.4
Javorius Allen	UT	BAL	@PIT	145	51.50	3.00	24.25	8.14	6800	13.7	2.0
Sterling Shepard	UT	NYG	NO	150	52.00	0.00	26.00	4.17	7800	25.5	3.3
Michael Crabtree	UT	BAL	@PIT	145	51.50	3.00	24.25	7.87	7400	23.0	3.1
Alex Collins	UT	BAL	@PIT	145	51.50	3.00	24.25	7.65	7000	20.7	3.0
Chris Hogan	UT	NE	MIA	-305	50.50	-6.50	28.50	11.37	4800	19.0	4.0
Cooper Kupp	UT	LAR	MIN	-340	49.00	-7.00	28.00	6.47	6800	23.1	3.4
Demaryius Thomas	UT	DEN	KC	160	53.50	0.00	26.75	6.46	7400	21.2	2.9
Brandin Cooks	UT	LAR	MIN	-340	49.00	-7.00	28.00	7.03	8800	25.6	2.9
Sammy Watkins	UT	KC	@DEN	-190	53.50	0.00	26.75	2.19	7600	10.1	1.3
Royce Freeman	UT	DEN	KC	160	53.50	0.00	26.75	5.61	4000	17.1	4.3
Dalvin Cook	UT	MIN	@LAR	270	49.00	7.00	21.00	10.04	7600	19.3	2.5
John Brown	UT	BAL	@PIT	145	51.50	3.00	24.25	7.63	8400	20.9	2.5
Phillip Lindsay	UT	DEN	KC	160	53.50	0.00	26.75	5.61	5800	0.0	0.0
Josh Gordon	UT	NE	MIA	-305	50.50	-6.50	28.50	11.55	7800	20.0	2.6
Eric Ebron	UT	IND	HOU	100	48.50	0.00	24.25	2.41	6400	20.9	3.3
Kyle Rudolph	UT	MIN	@LAR	270	49.00	7.00	21.00	8.88	5600	18.4	3.3
Ted Ginn	UT	NO	@NYG	-180	52.00	0.00	26.00	4.06	6000	10.0	1.7
Ryan Grant	UT	IND	HOU	100	48.50	0.00	24.25	2.14	6200	19.6	3.2
Courtland Sutton	UT	DEN	KC	160	53.50	0.00	26.75	4.28	3600	18.7	5.2
Ben Watson	UT	NO	@NYG	-180	52.00	0.00	26.00	3.44	5400	17.6	3.3
Nyheim Hines	UT	IND	HOU	100	48.50	0.00	24.25	1.95	6600	0.0	0.0
Willie Snead	UT	BAL	@PIT	145	51.50	3.00	24.25	5.04	3600	19.7	5.5
James Washington	UT	PIT	BAL	-170	51.50	-3.00	27.25	4.18	2400	15.2	6.3
C.J. Ham	UT	MIN	@LAR	270	49.00	7.00	21.00	25.30	200	0.0	0.0
Vance McDonald	UT	PIT	BAL	-170	51.50	-3.00	27.25	4.18	5000	16.4	3.3
Jesse James	UT	PIT	BAL	-170	51.50	-3.00	27.25	3.97	4000	0.0	0.0
Rhett Ellison	UT	NYG	NO	150	52.00	0.00	26.00	1.72	3800	15.6	4.1
Jordan Wilkins	UT	IND	HOU	100	48.50	0.00	24.25	1.27	1800	16.2	9.0
New England Patriots	UT	NE	MIA	-305	50.50	-6.50	28.50	0.00	4000	8.6	2.2
Pittsburgh Steelers	UT	PIT	BAL	-170	51.50	-3.00	27.25	0.00	2800	7.2	2.6
Latavius Murray	UT	MIN	@LAR	270	49.00	7.00	21.00	7.13	6200	15.2	2.5
Indianapolis Colts	UT	IND	HOU	100	48.50	0.00	24.25	0.00	2200	5.6	2.6
Los Angeles Rams	UT	LAR	MIN	-340	49.00	-7.00	28.00	0.00	4000	6.4	1.6
Laquon Treadwell	UT	MIN	@LAR	270	49.00	7.00	21.00	6.14	3000	15.2	5.1
New Orleans Saints	UT	NO	@NYG	-180	52.00	0.00	26.00	0.00	3000	9.5	3.2
Cameron Meredith	UT	NO	@NYG	-180	52.00	0.00	26.00	2.50	4000	16.3	4.1
Kansas City Chiefs	UT	KC	@DEN	-190	53.50	0.00	26.75	0.00	2800	5.5	2.0
