PLAYER	POS	TEAM	OPP	ML	O/U	SPRD	TM/P	OWN%	SAL	FPTS	VAL
											
Michael Thomas	UT	NO	@NYG	-180	52.00	0.00	26.00	11.11	11000	19.6	1.8
Drew Brees	UT	NO	@NYG	-180	52.00	0.00	26.00	11.35	12000	19.1	1.6
Alvin Kamara	UT	NO	@NYG	-180	52.00	0.00	26.00	12.61	11600	24.8	2.1
Odell Beckham	UT	NYG	NO	150	52.00	0.00	26.00	8.02	10600	17.2	1.6
Tom Brady	UT	NE	MIA	-305	50.50	-6.50	28.50	21.25	13000	20.5	1.6
Patrick Mahomes	UT	KC	@DEN	-190	53.50	0.00	26.75	7.05	12800	19.7	1.5
Ben Roethlisberger	UT	PIT	BAL	-170	51.50	-3.00	27.25	12.19	11400	18.5	1.6
Todd Gurley	UT	LAR	MIN	-340	49.00	-7.00	28.00	12.60	11600	19.0	1.6
Andrew Luck	UT	IND	HOU	100	48.50	0.00	24.25	6.73	11400	18.7	1.6
Saquon Barkley	UT	NYG	NO	150	52.00	0.00	26.00	7.16	10200	22.9	2.2
Antonio Brown	UT	PIT	BAL	-170	51.50	-3.00	27.25	12.25	11800	20.7	1.8
James Conner	UT	PIT	BAL	-170	51.50	-3.00	27.25	11.28	10000	17.1	1.7
Kirk Cousins	UT	MIN	@LAR	270	49.00	7.00	21.00	14.83	9000	16.1	1.8
Eli Manning	UT	NYG	NO	150	52.00	0.00	26.00	6.37	9800	14.7	1.5
Case Keenum	UT	DEN	KC	160	53.50	0.00	26.75	10.04	9800	16.6	1.7
Jared Goff	UT	LAR	MIN	-340	49.00	-7.00	28.00	10.49	10800	16.2	1.5
Joe Flacco	UT	BAL	@PIT	145	51.50	3.00	24.25	11.79	10200	18.7	1.8
Adam Thielen	UT	MIN	@LAR	270	49.00	7.00	21.00	14.60	9800	16.5	1.7
JuJu Smith-Schuster	UT	PIT	BAL	-170	51.50	-3.00	27.25	9.68	9600	16.1	1.7
T.Y. Hilton	UT	IND	HOU	100	48.50	0.00	24.25	4.57	8800	14.8	1.7
Kareem Hunt	UT	KC	@DEN	-190	53.50	0.00	26.75	3.34	8400	13.1	1.6
Tyreek Hill	UT	KC	@DEN	-190	53.50	0.00	26.75	3.84	11200	15.5	1.4
Travis Kelce	UT	KC	@DEN	-190	53.50	0.00	26.75	3.47	9600	16.3	1.7
Rob Gronkowski	UT	NE	MIA	-305	50.50	-6.50	28.50	14.99	9800	19.2	2.0
Stefon Diggs	UT	MIN	@LAR	270	49.00	7.00	21.00	11.90	8000	13.4	1.7
Sony Michel	UT	NE	MIA	-305	50.50	-6.50	28.50	13.58	7200	14.6	2.0
James White	UT	NE	MIA	-305	50.50	-6.50	28.50	14.52	9400	13.0	1.4
Emmanuel Sanders	UT	DEN	KC	160	53.50	0.00	26.75	7.96	9200	14.1	1.5
Robert Woods	UT	LAR	MIN	-340	49.00	-7.00	28.00	7.34	7000	12.7	1.8
Javorius Allen	UT	BAL	@PIT	145	51.50	3.00	24.25	8.14	6800	9.3	1.4
Sterling Shepard	UT	NYG	NO	150	52.00	0.00	26.00	4.17	7800	10.4	1.3
Michael Crabtree	UT	BAL	@PIT	145	51.50	3.00	24.25	7.87	7400	13.6	1.8
Alex Collins	UT	BAL	@PIT	145	51.50	3.00	24.25	7.65	7000	15.2	2.2
Chris Hogan	UT	NE	MIA	-305	50.50	-6.50	28.50	11.37	4800	10.6	2.2
Cooper Kupp	UT	LAR	MIN	-340	49.00	-7.00	28.00	6.47	6800	12.6	1.9
Demaryius Thomas	UT	DEN	KC	160	53.50	0.00	26.75	6.46	7400	14.1	1.9
Brandin Cooks	UT	LAR	MIN	-340	49.00	-7.00	28.00	7.03	8800	14.0	1.6
Sammy Watkins	UT	KC	@DEN	-190	53.50	0.00	26.75	2.19	7600	11.5	1.5
Royce Freeman	UT	DEN	KC	160	53.50	0.00	26.75	5.61	4000	10.3	2.6
Dalvin Cook	UT	MIN	@LAR	270	49.00	7.00	21.00	10.04	7600	16.8	2.2
John Brown	UT	BAL	@PIT	145	51.50	3.00	24.25	7.63	8400	12.1	1.4
Phillip Lindsay	UT	DEN	KC	160	53.50	0.00	26.75	5.61	5800	0.0	0.0
Josh Gordon	UT	NE	MIA	-305	50.50	-6.50	28.50	11.55	7800	8.1	1.0
Eric Ebron	UT	IND	HOU	100	48.50	0.00	24.25	2.41	6400	6.9	1.1
Kyle Rudolph	UT	MIN	@LAR	270	49.00	7.00	21.00	8.88	5600	9.1	1.6
Ted Ginn	UT	NO	@NYG	-180	52.00	0.00	26.00	4.06	6000	9.5	1.6
Ryan Grant	UT	IND	HOU	100	48.50	0.00	24.25	2.14	6200	8.3	1.3
Courtland Sutton	UT	DEN	KC	160	53.50	0.00	26.75	4.28	3600	7.5	2.1
Ben Watson	UT	NO	@NYG	-180	52.00	0.00	26.00	3.44	5400	7.4	1.4
Nyheim Hines	UT	IND	HOU	100	48.50	0.00	24.25	1.95	6600	0.0	0.0
Willie Snead	UT	BAL	@PIT	145	51.50	3.00	24.25	5.04	3600	9.6	2.7
James Washington	UT	PIT	BAL	-170	51.50	-3.00	27.25	4.18	2400	5.6	2.3
C.J. Ham	UT	MIN	@LAR	270	49.00	7.00	21.00	25.30	200	3.0	15.1
Vance McDonald	UT	PIT	BAL	-170	51.50	-3.00	27.25	4.18	5000	7.9	1.6
Jesse James	UT	PIT	BAL	-170	51.50	-3.00	27.25	3.97	4000	3.3	0.8
Rhett Ellison	UT	NYG	NO	150	52.00	0.00	26.00	1.72	3800	7.3	1.9
Jordan Wilkins	UT	IND	HOU	100	48.50	0.00	24.25	1.27	1800	10.9	6.0
New England Patriots	UT	NE	MIA	-305	50.50	-6.50	28.50	0.00	4000	7.5	1.9
Pittsburgh Steelers	UT	PIT	BAL	-170	51.50	-3.00	27.25	0.00	2800	6.7	2.4
Latavius Murray	UT	MIN	@LAR	270	49.00	7.00	21.00	7.13	6200	4.3	0.7
Indianapolis Colts	UT	IND	HOU	100	48.50	0.00	24.25	0.00	2200	6.5	3.0
Los Angeles Rams	UT	LAR	MIN	-340	49.00	-7.00	28.00	0.00	4000	7.4	1.8
Laquon Treadwell	UT	MIN	@LAR	270	49.00	7.00	21.00	6.14	3000	5.6	1.9
New Orleans Saints	UT	NO	@NYG	-180	52.00	0.00	26.00	0.00	3000	7.0	2.3
Cameron Meredith	UT	NO	@NYG	-180	52.00	0.00	26.00	2.50	4000	5.3	1.3
Kansas City Chiefs	UT	KC	@DEN	-190	53.50	0.00	26.75	0.00	2800	6.0	2.1
Baltimore Ravens	UT	BAL	@PIT	145	51.50	3.00	24.25	0.00	2600	6.7	2.6
Phillip Dorsett	UT	NE	MIA	-305	50.50	-6.50	28.50	7.43	3600	7.1	2.0
Chester Rogers	UT	IND	HOU	100	48.50	0.00	24.25	1.36	6000	6.7	1.1
Russell Shepard	UT	NYG	NO	150	52.00	0.00	26.00	2.49	600	3.6	6.1
New York Giants	UT	NYG	NO	150	52.00	0.00	26.00	0.00	2800	4.1	1.5
Tyler Higbee	UT	LAR	MIN	-340	49.00	-7.00	28.00	3.05	2600	3.9	1.5
Denver Broncos	UT	DEN	KC	160	53.50	0.00	26.75	0.00	2600	5.5	2.1
Minnesota Vikings	UT	MIN	@LAR	270	49.00	7.00	21.00	0.00	2800	6.3	2.3
Mark Andrews	UT	BAL	@PIT	145	51.50	3.00	24.25	3.51	2200	7.5	3.4
Cordarrelle Patterson	UT	NE	MIA	-305	50.50	-6.50	28.50	6.44	2400	4.1	1.7
Chris Conley	UT	KC	@DEN	-190	53.50	0.00	26.75	0.44	2400	4.3	1.8
Nick Boyle	UT	BAL	@PIT	145	51.50	3.00	24.25	3.31	1200	6.6	5.5
Austin Carr	UT	NO	@NYG	-180	52.00	0.00	26.00	1.75	1400	0.6	0.4
Maxx Williams	UT	BAL	@PIT	145	51.50	3.00	24.25	3.55	800	4.1	5.2
Devontae Booker	UT	DEN	KC	160	53.50	0.00	26.75	2.32	1800	3.5	1.9
Kenjon Barner	UT	NE	MIA	-305	50.50	-6.50	28.50	5.96	1000	0.0	0.0
Matt LaCosse	UT	DEN	KC	160	53.50	0.00	26.75	5.62	200	3.4	16.9
Ryan Switzer	UT	PIT	BAL	-170	51.50	-3.00	27.25	2.41	1000	3.4	3.4
Josh Reynolds	UT	LAR	MIN	-340	49.00	-7.00	28.00	5.12	200	1.7	8.3
Gerald Everett	UT	LAR	MIN	-340	49.00	-7.00	28.00	2.30	1000	2.4	2.4
De'Anthony Thomas	UT	KC	@DEN	-190	53.50	0.00	26.75	0.28	1400	1.4	1.0
Demetrius Harris	UT	KC	@DEN	-190	53.50	0.00	26.75	0.28	1000	2.8	2.8
Jeff Heuerman	UT	DEN	KC	160	53.50	0.00	26.75	2.05	2000	6.1	3.0
Demarcus Robinson	UT	KC	@DEN	-190	53.50	0.00	26.75	0.29	800	0.5	0.6
David Morgan	UT	MIN	@LAR	270	49.00	7.00	21.00	7.10	200	2.6	12.9
Wayne Gallman	UT	NYG	NO	150	52.00	0.00	26.00	0.76	2200	5.1	2.3
Tim Patrick	UT	DEN	KC	160	53.50	0.00	26.75	2.21	600	0.6	1.0
Chris Moore	UT	BAL	@PIT	145	51.50	3.00	24.25	3.17	400	1.9	4.8
