PLAYER	POS	TEAM	OPP	ML	O/U	SPRD	TM/P	OWN%	SAL	FPTS	VAL
David Njoku	TE	CLE	@TB	165	51.50	3.50	24.00	9.32	4200	22.0	5.2
Trey Burton	TE	CHI	NE	130	48.50	2.50	23.00	5.17	4300	19.3	4.5
Kenyan Drake	RB	MIA	DET	135	46.50	3.00	21.75	3.25	4900	15.3	3.1
Wendell Smallwood	RB	PHI	CAR	-225	44.50	-4.50	24.50	5.48	4100	16.6	4.1
Keelan Cole	WR	JAX	HOU	-210	41.00	-4.50	22.75	4.02	4600	22.4	4.9
Dede Westbrook	WR	JAX	HOU	-210	41.00	-4.50	22.75	3.84	4800	21.4	4.5
Josh Gordon	WR	NE	@CHI	-150	48.50	-2.50	25.50	3.01	5600	16.4	2.9
John Brown	WR	BAL	NO	-145	49.50	-2.50	26.00	7.44	5700	24.2	4.2
Marlon Mack	RB	IND	BUF	-330	43.00	-7.50	25.25	7.94	4400	21.2	4.8
Albert Wilson	WR	MIA	DET	135	46.50	3.00	21.75	4.05	4000	21.0	5.3
Nelson Agholor	WR	PHI	CAR	-225	44.50	-4.50	24.50	4.61	5000	10.0	2.0
Antonio Callaway	WR	CLE	@TB	165	51.50	3.50	24.00	15.26	4300	22.2	5.2
O.J. Howard	TE	TB	CLE	-195	51.50	-3.50	27.50	8.44	3600	18.3	5.1
Paul Richardson	WR	WAS	DAL	-120	41.50	-1.00	21.25	2.09	4200	10.0	2.4
Corey Clement	RB	PHI	CAR	-225	44.50	-4.50	24.50	3.74	4700	17.2	3.7
Kenny Stills	WR	MIA	DET	135	46.50	3.00	21.75	3.21	4400	20.8	4.7
Donte Moncrief	WR	JAX	HOU	-210	41.00	-4.50	22.75	3.65	4100	22.9	5.6
Will Fuller	WR	HOU	@JAX	175	41.00	4.50	18.25	2.28	5500	21.1	3.8
Chris Godwin	WR	TB	CLE	-195	51.50	-3.50	27.50	10.97	4600	20.2	4.4
Anthony Miller	WR	CHI	NE	130	48.50	2.50	23.00	5.76	3400	16.6	4.9
Josh Doctson	WR	WAS	DAL	-120	41.50	-1.00	21.25	2.06	3600	17.3	4.8
Cameron Meredith	WR	NO	@BAL	125	49.50	2.50	23.50	6.33	3800	18.8	4.9
Lamar Miller	RB	HOU	@JAX	175	41.00	4.50	18.25	1.81	4200	17.2	4.1
Jacksonville Jaguars	D	JAX	HOU	175	41.00	4.50	18.25	0.00	3600	9.8	2.7
Pierre Garcon	WR	SF	LAR	350	52.00	9.50	21.25	1.62	4500	19.4	4.3
Marquise Goodwin	WR	SF	LAR	350	52.00	9.50	21.25	1.57	4600	10.0	2.2
Robby Anderson	WR	NYJ	MIN	165	46.00	3.50	21.25	0.85	4500	20.8	4.6
Isaiah Crowell	RB	NYJ	MIN	165	46.00	3.50	21.25	0.51	4400	17.0	3.9
D.J. Moore	WR	CAR	@PHI	185	44.50	4.50	20.00	2.97	3900	10.0	2.6
Chris Hogan	WR	NE	@CHI	-150	48.50	-2.50	25.50	2.47	3800	16.7	4.4
Jermaine Kearse	WR	NYJ	MIN	165	46.00	3.50	21.25	0.84	4100	20.7	5.1
Indianapolis Colts	D	IND	BUF	265	43.00	7.50	17.75	0.00	3300	5.2	1.6
Damion Ratley	WR	CLE	@TB	165	51.50	3.50	24.00	11.41	3600	19.3	5.4
Los Angeles Rams	D	LAR	@SF	350	52.00	9.50	21.25	0.00	3500	9.5	2.7
Philadelphia Eagles	D	PHI	CAR	185	44.50	4.50	20.00	0.00	2600	8.8	3.4
Chester Rogers	WR	IND	BUF	-330	43.00	-7.50	25.25	4.08	4700	20.5	4.3
Keke Coutee	WR	HOU	@JAX	175	41.00	4.50	18.25	1.46	4300	20.4	4.7
Nyheim Hines	RB	IND	BUF	-330	43.00	-7.50	25.25	4.08	4300	14.5	3.4
Frank Gore	RB	MIA	DET	135	46.50	3.00	21.75	1.91	3800	16.4	4.3
Ben Watson	TE	NO	@BAL	125	49.50	2.50	23.50	4.50	3000	16.2	5.4
Minnesota Vikings	D	MIN	@NYJ	165	46.00	3.50	21.25	0.00	3400	9.1	2.7
Detroit Lions	D	DET	@MIA	135	46.50	3.00	21.75	0.00	2400	9.0	3.8
Houston Texans	D	HOU	@JAX	-210	41.00	-4.50	22.75	0.00	2800	6.3	2.2
Tre'Quan Smith	WR	NO	@BAL	125	49.50	2.50	23.50	3.12	3700	17.8	4.8
Washington Redskins	D	WAS	DAL	100	41.50	1.00	20.25	0.00	2900	5.4	1.9
Chicago Bears	D	CHI	NE	-150	48.50	-2.50	25.50	0.00	2500	5.9	2.4
Nick O'Leary	TE	MIA	DET	135	46.50	3.00	21.75	2.53	2600	10.0	3.8
Maurice Harris	WR	WAS	DAL	-120	41.50	-1.00	21.25	0.72	3000	19.5	6.5
Baltimore Ravens	D	BAL	NO	125	49.50	2.50	23.50	0.00	2400	5.9	2.5
Cameron Brate	TE	TB	CLE	-195	51.50	-3.50	27.50	4.74	3100	15.9	5.1
Raheem Mostert	RB	SF	LAR	350	52.00	9.50	21.25	0.80	3300	13.2	4.0
Torrey Smith	WR	CAR	@PHI	185	44.50	4.50	20.00	1.49	3600	16.0	4.5
New England Patriots	D	NE	@CHI	130	48.50	2.50	23.00	0.00	2400	8.5	3.5
Dallas Goedert	TE	PHI	CAR	-225	44.50	-4.50	24.50	3.00	2600	14.3	5.5
Tampa Bay Buccaneers	D	TB	CLE	165	51.50	3.50	24.00	0.00	2300	5.8	2.5
Charles Clay	TE	BUF	@IND	265	43.00	7.50	17.75	3.96	2800	16.4	5.8
Miami Dolphins	D	MIA	DET	-160	46.50	-3.00	24.75	0.00	2500	5.6	2.2
Trent Taylor	WR	SF	LAR	350	52.00	9.50	21.25	0.63	4100	14.8	3.6
Carolina Panthers	D	CAR	@PHI	-225	44.50	-4.50	24.50	0.00	2200	6.3	2.9
Cleveland Browns	D	CLE	@TB	-195	51.50	-3.50	27.50	0.00	2400	6.2	2.6
New York Jets	D	NYJ	MIN	-195	46.00	-3.50	24.75	0.00	2100	5.7	2.7
New Orleans Saints	D	NO	@BAL	-145	49.50	-2.50	26.00	0.00	2200	6.3	2.9
Zay Jones	WR	BUF	@IND	265	43.00	7.50	17.75	3.20	3700	16.5	4.5
Dallas Cowboys	D	DAL	@WAS	-120	41.50	-1.00	21.25	0.00	2700	8.1	3.0
Buffalo Bills	D	BUF	@IND	-330	43.00	-7.50	25.25	0.00	2300	6.3	2.7
Geoff Swaim	TE	DAL	@WAS	100	41.50	1.00	20.25	1.52	2900	16.9	5.8
Danny Amendola	WR	MIA	DET	135	46.50	3.00	21.75	0.77	3900	18.4	4.7
Allen Hurns	WR	DAL	@WAS	100	41.50	1.00	20.25	0.59	3400	16.3	4.8
Hayden Hurst	TE	BAL	NO	-145	49.50	-2.50	26.00	3.34	2600	14.0	5.4
Adam Humphries	WR	TB	CLE	-195	51.50	-3.50	27.50	4.32	3500	17.8	5.1
Kelvin Benjamin	WR	BUF	@IND	265	43.00	7.50	17.75	2.59	3500	18.5	5.3
Laquon Treadwell	WR	MIN	@NYJ	-195	46.00	-3.50	24.75	0.52	3500	16.2	4.6
Jordan Akins	TE	HOU	@JAX	175	41.00	4.50	18.25	1.56	2500	12.7	5.1
DeVante Parker	WR	MIA	DET	135	46.50	3.00	21.75	0.73	3100	11.7	3.8
David Grinnage	TE	JAX	HOU	-210	41.00	-4.50	22.75	1.78	2500	0.0	0.0
Curtis Samuel	WR	CAR	@PHI	185	44.50	4.50	20.00	0.83	3700	10.0	2.7
Vernon Davis	TE	WAS	DAL	-120	41.50	-1.00	21.25	0.79	3200	15.9	5.0
Josh Reynolds	WR	LAR	@SF	-450	52.00	-9.50	30.75	0.39	3500	16.8	4.8
Chris Herndon	TE	NYJ	MIN	165	46.00	3.50	21.25	0.62	2600	13.6	5.2
Mark Andrews	TE	BAL	NO	-145	49.50	-2.50	26.00	2.46	2600	13.7	5.3
Phillip Dorsett	WR	NE	@CHI	-150	48.50	-2.50	25.50	0.46	3700	15.9	4.3
Kendrick Bourne	WR	SF	LAR	350	52.00	9.50	21.25	0.26	3500	14.8	4.2
Michael Gallup	WR	DAL	@WAS	100	41.50	1.00	20.25	0.30	3500	16.3	4.7
Chris Ivory	RB	BUF	@IND	265	43.00	7.50	17.75	1.84	3800	14.6	3.8
C.J. Anderson	RB	CAR	@PHI	185	44.50	4.50	20.00	0.40	3500	11.8	3.4
Jordan Matthews	WR	PHI	CAR	-225	44.50	-4.50	24.50	0.66	3300	12.8	3.9
Roc Thomas	RB	MIN	@NYJ	-195	46.00	-3.50	24.75	0.28	3100	12.0	3.8
San Francisco 49ers	D	SF	LAR	-450	52.00	-9.50	30.75	0.00	2000	4.9	2.5
Charone Peake	WR	NYJ	MIN	165	46.00	3.50	21.25	0.07	3000	10.0	3.3
A.J. Derby	TE	MIA	DET	135	46.50	3.00	21.75	0.95	2500	0.0	0.0
Neal Sterling	TE	NYJ	MIN	165	46.00	3.50	21.25	0.39	2500	10.0	4.0
LeGarrette Blount	RB	DET	@MIA	-160	46.50	-3.00	24.75	0.23	3700	16.5	4.5
Tyler Higbee	TE	LAR	@SF	-450	52.00	-9.50	30.75	0.66	2700	15.0	5.5
Erik Swoope	TE	IND	BUF	-330	43.00	-7.50	25.25	1.77	2500	11.7	4.7
Zach Pascal	WR	IND	BUF	-330	43.00	-7.50	25.25	1.08	3600	17.0	4.7
Gerald Everett	TE	LAR	@SF	-450	52.00	-9.50	30.75	0.61	2700	13.8	5.1
Deonte Thompson	WR	DAL	@WAS	100	41.50	1.00	20.25	0.16	3400	15.1	4.4
Mike Gesicki	TE	MIA	DET	135	46.50	3.00	21.75	0.74	2600	15.2	5.8
Ameer Abdullah	RB	DET	@MIA	-160	46.50	-3.00	24.75	0.22	3000	0.0	0.0
Kapri Bibbs	RB	WAS	DAL	-120	41.50	-1.00	21.25	0.06	3100	0.0	0.0
Maxx Williams	TE	BAL	NO	-145	49.50	-2.50	26.00	1.68	2500	12.7	5.1
Jarius Wright	WR	CAR	@PHI	185	44.50	4.50	20.00	0.35	3300	17.7	5.4
Kyle Juszczyk	RB	SF	LAR	350	52.00	9.50	21.25	0.10	3900	10.0	2.6
Jakeem Grant	WR	MIA	DET	135	46.50	3.00	21.75	0.21	3500	15.8	4.5
Austin Carr	WR	NO	@BAL	125	49.50	2.50	23.50	0.85	3000	11.9	4.0
Kenjon Barner	RB	NE	@CHI	-150	48.50	-2.50	25.50	0.20	3000	11.3	3.8
Rico Gathers	TE	DAL	@WAS	100	41.50	1.00	20.25	0.43	2500	11.6	4.6
Brice Butler	WR	DAL	@WAS	100	41.50	1.00	20.25	0.10	3000	10.0	3.3
Andre Holmes	WR	BUF	@IND	265	43.00	7.50	17.75	0.96	3100	16.3	5.3
Ronald Jones II	RB	TB	CLE	-195	51.50	-3.50	27.50	1.63	3900	12.2	3.1
Breshad Perriman	WR	CLE	@TB	165	51.50	3.50	24.00	2.26	3000	10.0	3.3
Luke Willson	TE	DET	@MIA	-160	46.50	-3.00	24.75	0.46	2500	14.0	5.6
Jordan Thomas	TE	HOU	@JAX	175	41.00	4.50	18.25	0.45	2500	11.7	4.7
Jamaal Charles	RB	JAX	HOU	-210	41.00	-4.50	22.75	0.17	3000	14.7	4.9
Nick Boyle	TE	BAL	NO	-145	49.50	-2.50	26.00	1.30	2500	14.1	5.6
Alfred Blue	RB	HOU	@JAX	175	41.00	4.50	18.25	0.08	3700	13.8	3.7
Jason Croom	TE	BUF	@IND	265	43.00	7.50	17.75	1.35	2500	13.7	5.5
Chris Moore	WR	BAL	NO	-145	49.50	-2.50	26.00	0.80	3000	12.1	4.0
Eric Tomlinson	TE	NYJ	MIN	165	46.00	3.50	21.25	0.15	2500	17.3	6.9
Mo Alie-Cox	TE	IND	BUF	-330	43.00	-7.50	25.25	1.11	2500	10.0	4.0
Carlos Hyde	RB	JAX	HOU	-210	41.00	-4.50	22.75	0.14	4700	21.0	4.5
James Develin	RB	NE	@CHI	-150	48.50	-2.50	25.50	0.10	3000	10.0	3.3
C.J. Ham	RB	MIN	@NYJ	-195	46.00	-3.50	24.75	0.08	3200	10.0	3.1
Benny Cunningham	RB	CHI	NE	130	48.50	2.50	23.00	0.26	3200	10.0	3.1
Cordarrelle Patterson	WR	NE	@CHI	-150	48.50	-2.50	25.50	0.12	3300	10.0	3.0
D.J. Chark	WR	JAX	HOU	-210	41.00	-4.50	22.75	0.13	3400	0.0	0.0
Josh Hill	TE	NO	@BAL	125	49.50	2.50	23.50	0.91	2600	12.7	4.9
Jacquizz Rodgers	RB	TB	CLE	-195	51.50	-3.50	27.50	1.33	3000	10.0	3.3
Malcolm Brown	RB	LAR	@SF	-450	52.00	-9.50	30.75	0.06	4300	10.9	2.5
Ian Thomas	TE	CAR	@PHI	185	44.50	4.50	20.00	0.48	2500	11.8	4.7
Tyler Ervin	RB	HOU	@JAX	175	41.00	4.50	18.25	0.06	3000	10.0	3.3
Terrelle Pryor	WR	NYJ	MIN	165	46.00	3.50	21.25	0.01	3800	10.0	2.6
David Morgan	TE	MIN	@NYJ	-195	46.00	-3.50	24.75	0.24	2500	10.7	4.3
Justin Watson	WR	TB	CLE	-195	51.50	-3.50	27.50	1.19	3000	10.0	3.3
Mike Boone	RB	MIN	@NYJ	-195	46.00	-3.50	24.75	0.06	3000	10.0	3.3
Darren Fells	TE	CLE	@TB	165	51.50	3.50	24.00	1.74	2500	12.5	5.0
Jordan Wilkins	RB	IND	BUF	-330	43.00	-7.50	25.25	0.46	3400	10.0	2.9
Aldrick Robinson	WR	MIN	@NYJ	-195	46.00	-3.50	24.75	0.05	3100	13.1	4.2
Rod Smith	RB	DAL	@WAS	100	41.50	1.00	20.25	0.05	4000	11.6	2.9
Logan Thomas	TE	BUF	@IND	265	43.00	7.50	17.75	0.96	2500	10.0	4.0
Garrett Celek	TE	SF	LAR	350	52.00	9.50	21.25	0.18	2500	10.9	4.3
Michael Floyd	WR	WAS	DAL	-120	41.50	-1.00	21.25	0.01	3200	10.0	3.1
Richie James	WR	SF	LAR	350	52.00	9.50	21.25	0.03	3000	0.0	0.0
Josh Adams	RB	PHI	CAR	-225	44.50	-4.50	24.50	0.13	3000	0.0	0.0
Seth DeValve	TE	CLE	@TB	165	51.50	3.50	24.00	1.53	2500	10.0	4.0
Shelton Gibson	WR	PHI	CAR	-225	44.50	-4.50	24.50	0.14	3000	10.0	3.3
Ray-Ray McCloud	WR	BUF	@IND	265	43.00	7.50	17.75	0.48	3000	11.0	3.7
Josh Bellamy	WR	CHI	NE	130	48.50	2.50	23.00	0.13	3000	11.4	3.8
Lamar Jackson	QB	BAL	NO	-145	49.50	-2.50	26.00	0.03	4500	11.3	2.5
DeAndre Carter	WR	PHI	CAR	-225	44.50	-4.50	24.50	0.13	3000	0.0	0.0
Kalen Ballage	RB	MIA	DET	135	46.50	3.00	21.75	0.06	3300	10.0	3.0
Sammie Coates	WR	HOU	@JAX	175	41.00	4.50	18.25	0.03	3000	10.0	3.3
Jordan Leggett	TE	NYJ	MIN	165	46.00	3.50	21.25	0.03	2500	13.0	5.2
John Kelly	RB	LAR	@SF	-450	52.00	-9.50	30.75	0.03	3900	10.0	2.6
TJ Jones	WR	DET	@MIA	-160	46.50	-3.00	24.75	0.03	3000	14.3	4.8
Alfred Morris	RB	SF	LAR	350	52.00	9.50	21.25	0.02	4600	12.9	2.8
Blake Jarwin	TE	DAL	@WAS	100	41.50	1.00	20.25	0.09	2500	11.6	4.6
Alex Armah	RB	CAR	@PHI	185	44.50	4.50	20.00	0.04	3000	10.0	3.3
Levine Toilolo	TE	DET	@MIA	-160	46.50	-3.00	24.75	0.10	2500	10.9	4.3
Marcus Murphy	RB	BUF	@IND	265	43.00	7.50	17.75	0.36	3000	10.0	3.3
Tommy Bohanon	RB	JAX	HOU	-210	41.00	-4.50	22.75	0.03	3000	10.0	3.3
Michael Roberts	TE	DET	@MIA	-160	46.50	-3.00	24.75	0.09	2500	10.0	4.0
Taysom Hill	QB	NO	@BAL	125	49.50	2.50	23.50	0.01	4000	10.0	2.5
Dion Sims	TE	CHI	NE	130	48.50	2.50	23.00	0.21	2500	11.4	4.6
Dave Williams	RB	JAX	HOU	-210	41.00	-4.50	22.75	0.03	3000	10.0	3.3
Tyler Conklin	TE	MIN	@NYJ	-195	46.00	-3.50	24.75	0.06	2500	10.0	4.0
Jacob Hollister	TE	NE	@CHI	-150	48.50	-2.50	25.50	0.09	2500	10.0	4.0
Kevin White	WR	CHI	NE	130	48.50	2.50	23.00	0.05	3000	10.0	3.3
Samaje Perine	RB	WAS	DAL	-120	41.50	-1.00	21.25	0.00	3000	10.0	3.3
Ryan Hewitt	TE	IND	BUF	-330	43.00	-7.50	25.25	0.40	2500	10.0	4.0
Brian Quick	WR	WAS	DAL	-120	41.50	-1.00	21.25	0.00	3000	10.0	3.3
Javon Wims	WR	CHI	NE	130	48.50	2.50	23.00	0.05	3000	10.0	3.3
Cooper Kupp	WR	LAR	@SF	-450	52.00	-9.50	30.75	0.00	6200	0.0	0.0
Nathan Peterman	QB	BUF	@IND	265	43.00	7.50	17.75	0.00	4200	10.0	2.4
Jaydon Mickens	WR	JAX	HOU	-210	41.00	-4.50	22.75	0.00	3000	0.0	0.0
Zach Line	RB	NO	@BAL	125	49.50	2.50	23.50	0.00	3000	10.0	3.3
Austin Seferian-Jenkins	TE	JAX	HOU	-210	41.00	-4.50	22.75	0.00	2700	0.0	0.0
Marcus Johnson	WR	IND	BUF	-330	43.00	-7.50	25.25	0.00	3000	0.0	0.0
Victor Bolden	WR	SF	LAR	350	52.00	9.50	21.25	0.00	3000	0.0	0.0
Patrick DiMarco	RB	BUF	@IND	265	43.00	7.50	17.75	0.00	3000	10.0	3.3
Patrick Ricard	RB	BAL	NO	-145	49.50	-2.50	26.00	0.00	3000	0.0	0.0
Rob Kelley	RB	WAS	DAL	-120	41.50	-1.00	21.25	0.00	3000	0.0	0.0
Jack Doyle	TE	IND	BUF	-330	43.00	-7.50	25.25	0.00	4600	0.0	0.0
Quincy Enunwa	WR	NYJ	MIN	165	46.00	3.50	21.25	0.00	4200	0.0	0.0
James O'Shaughnessy	TE	JAX	HOU	-210	41.00	-4.50	22.75	0.00	2600	0.0	0.0
Bruce Ellington	WR	HOU	@JAX	175	41.00	4.50	18.25	0.00	3000	0.0	0.0
Antony Auclair	TE	TB	CLE	-195	51.50	-3.50	27.50	0.00	2500	10.0	4.0
Nick Bellore	RB	DET	@MIA	-160	46.50	-3.00	24.75	0.00	3000	10.0	3.3
Robert Turbin	RB	IND	BUF	-330	43.00	-7.50	25.25	0.00	3500	0.0	0.0
Daniel Brown	TE	CHI	NE	130	48.50	2.50	23.00	0.00	2500	0.0	0.0
KhaDarel Hodge	WR	LAR	@SF	-450	52.00	-9.50	30.75	0.00	3000	0.0	0.0
Joshua Perkins	TE	PHI	CAR	-225	44.50	-4.50	24.50	0.00	2500	12.6	5.1
Rashard Higgins	WR	CLE	@TB	165	51.50	3.50	24.00	0.00	3900	0.0	0.0
Orson Charles	TE	CLE	@TB	165	51.50	3.50	24.00	0.00	2500	10.5	4.2
Brandon Zylstra	WR	MIN	@NYJ	-195	46.00	-3.50	24.75	0.00	3000	10.0	3.3
Dalvin Cook	RB	MIN	@NYJ	-195	46.00	-3.50	24.75	0.00	5700	0.0	0.0
Jamize Olawale	RB	DAL	@WAS	100	41.50	1.00	20.25	0.00	3000	10.0	3.3
Matthew Slater	WR	NE	@CHI	-150	48.50	-2.50	25.50	0.00	3000	10.0	3.3
Theo Riddick	RB	DET	@MIA	-160	46.50	-3.00	24.75	0.00	3800	0.0	0.0
Kyle Nelson	TE	SF	LAR	350	52.00	9.50	21.25	0.00	2500	0.0	0.0
Vyncint Smith	WR	HOU	@JAX	175	41.00	4.50	18.25	0.00	3000	10.8	3.6
Jay Ajayi	RB	PHI	CAR	-225	44.50	-4.50	24.50	0.00	3000	0.0	0.0
Buddy Howell	RB	HOU	@JAX	175	41.00	4.50	18.25	0.00	3000	10.0	3.3
Durham Smythe	TE	MIA	DET	135	46.50	3.00	21.75	0.00	2500	11.0	4.4
Terrance Williams	WR	DAL	@WAS	100	41.50	1.00	20.25	0.00	3000	0.0	0.0
Tyrod Taylor	QB	CLE	@TB	165	51.50	3.50	24.00	0.00	4500	10.0	2.2
Chris Manhertz	TE	CAR	@PHI	185	44.50	4.50	20.00	0.00	2500	10.0	4.0
Shaun Wilson	RB	TB	CLE	-195	51.50	-3.50	27.50	0.00	3000	10.0	3.3
Brian Hoyer	QB	NE	@CHI	-150	48.50	-2.50	25.50	0.00	4500	10.0	2.2
Kenneth Dixon	RB	BAL	NO	-145	49.50	-2.50	26.00	0.00	3000	0.0	0.0
