PLAYER	POS	TEAM	OPP	ML	O/U	SPRD	TM/P	OWN%	SAL	FPTS	VAL
											
Michael Thomas	WR	NO	@NYG	-170	52.00	0.00	26.00	44.83	9100	37.6	4.1
Drew Brees	QB	NO	@NYG	-170	52.00	0.00	26.00	48.78	6600	11.1	1.7
Alvin Kamara	RB	NO	@NYG	-170	52.00	0.00	26.00	61.37	9600	23.0	2.4
Odell Beckham	WR	NYG	NO	145	52.00	0.00	26.00	33.26	8700	30.9	3.6
Philip Rivers	QB	LAC	SF	-480	46.00	-10.00	28.00	17.53	6500	10.7	1.6
Russell Wilson	QB	SEA	@ARI	-195	40.00	0.00	20.00	15.45	5600	11.9	2.1
Saquon Barkley	RB	NYG	NO	145	52.00	0.00	26.00	29.72	8100	21.7	2.7
Melvin Gordon	RB	LAC	SF	-480	46.00	-10.00	28.00	45.88	8300	18.5	2.2
Eli Manning	QB	NYG	NO	145	52.00	0.00	26.00	10.10	5600	11.0	2.0
David Johnson	RB	ARI	SEA	165	40.00	0.00	20.00	6.37	6600	21.0	3.2
Baker Mayfield	QB	CLE	@OAK	115	44.50	2.50	21.00	2.89	5300	0.0	0.0
Keenan Allen	WR	LAC	SF	-480	46.00	-10.00	28.00	31.29	8300	26.7	3.2
Derek Carr	QB	OAK	CLE	-135	44.50	-2.50	23.50	4.97	5100	10.7	2.1
Jarvis Landry	WR	CLE	@OAK	115	44.50	2.50	21.00	17.36	7400	29.7	4.0
Larry Fitzgerald	WR	ARI	SEA	165	40.00	0.00	20.00	6.76	5000	23.3	4.7
Carlos Hyde	RB	CLE	@OAK	115	44.50	2.50	21.00	18.39	5500	19.4	3.5
Chris Carson	RB	SEA	@ARI	-195	40.00	0.00	20.00	5.38	4600	18.2	4.0
Sterling Shepard	WR	NYG	NO	145	52.00	0.00	26.00	18.92	4900	25.5	5.2
C.J. Beathard	QB	SF	@LAC	360	46.00	10.00	18.00	0.28	4600	11.5	2.5
Amari Cooper	WR	OAK	CLE	-135	44.50	-2.50	23.50	9.91	5600	21.6	3.9
Tyler Lockett	WR	SEA	@ARI	-195	40.00	0.00	20.00	4.16	5100	10.0	2.0
Marshawn Lynch	RB	OAK	CLE	-135	44.50	-2.50	23.50	10.95	4800	20.2	4.2
Mike Williams	WR	LAC	SF	-480	46.00	-10.00	28.00	30.18	4500	21.3	4.7
